DEPTH,CALI,DT,GR_CAL,HDRA,PEFZ,RHOZ,RLA3,RLA5,RXOZ,SP,TENS,TNPH
1271.1684,310.9206,341.893,84.4701,23.58,3.7485,2475.98,1.5974,1.6034,2.116,-488.4773,1247.3792,0.41538
1271.3208,309.2427,355.1253,81.045,31.13,3.8523,2485.1101,1.5727,1.5742,2.0728,-489.0562,1198.391,0.43065
1271.4732,308.9628,362.8148,85.1421,27.55,3.8978,2468.4299,1.5341,1.53,1.8996,-489.8813,1160.5166,0.43368
1271.6256,308.1238,362.0779,88.9282,21.17,3.8944,2448.99,1.5488,1.5394,1.9076,-490.8466,1232.1832,0.40205
1271.778,310.0817,358.2331,89.5344,12.04,3.8064,2433.4299,1.5976,1.5842,1.9083,-491.2784,1322.4486,0.35219
1271.9304,310.9206,354.1641,90.026,10.3,3.7014,2435.01,1.6281,1.6208,1.9756,-490.8062,1314.0574,0.35997
1272.0828,310.641,346.0261,91.2877,5.34,3.579,2433.79,1.6602,1.6521,2.0308,-490.4063,1266.8832,0.38222
1272.2352,311.4799,341.2522,92.4349,4.07,3.4978,2434.8801,1.7008,1.6884,1.9947,-489.8125,1207.0095,0.41427
1272.3876,312.3189,343.4629,87.5673,3.18,3.4607,2430.7,1.6374,1.6246,1.9769,-489.1875,1239.8944,0.42048
1272.54,312.0393,346.1222,90.3537,1.89,3.4318,2422.22,1.6556,1.6414,1.9428,-487.6307,1257.358,0.41116
1272.6924,312.5985,348.3009,88.4199,1.66,3.427,2417.24,1.6296,1.6154,1.9599,-486.2062,1248.0592,0.44308
1272.8448,313.4375,350.0951,93.943,2.77,3.4039,2423.28,1.5569,1.5395,1.9308,-485.8239,1201.1124,0.45041
1272.9972,314.2765,351.1524,92.5991,3.05,3.421,2429.23,1.5888,1.5769,1.8809,-485.5114,1215.6271,0.43818
1273.1496,312.8782,349.7747,94.3692,3.6,3.4229,2440.3401,1.5675,1.5561,1.8855,-484.675,1244.2036,0.40347
1273.302,312.5985,347.8523,92.4521,3.93,3.4205,2446.48,1.5359,1.522,1.8628,-483.8693,1310.2018,0.4244
1273.4544,313.9968,345.8659,91.9929,5.17,3.4195,2447.1899,1.5682,1.5577,1.8458,-483.8636,1301.3567,0.42827
1273.6068,313.7172,346.0261,89.3706,8.67,3.4589,2448.3298,1.6146,1.6081,1.8554,-484.3182,1276.4094,0.45309
1273.7592,313.4375,349.166,89.9112,7.6,3.5036,2438.6401,1.5452,1.5386,1.8689,-484.7046,1262.3474,0.43102
1273.9116,314.8358,349.8067,89.4198,4.97,3.527,2430.5999,1.5166,1.5127,1.9121,-484.9602,1249.1931,0.41114
1274.064,313.9968,350.8961,93.8449,0.31,3.501,2420.24,1.5742,1.5743,1.8259,-485.2216,1222.6581,0.40312
1274.2164,315.3951,352.498,89.8786,0.01,3.456,2418.3098,1.5957,1.6001,1.7537,-485.4948,1209.2773,0.41357
1274.3688,316.7936,353.4592,92.3371,1.24,3.4059,2416.9299,1.5192,1.5218,1.7089,-485.5454,1238.7604,0.43508
1274.5212,317.0733,352.498,96.0657,2.23,3.393,2413.46,1.4878,1.4959,1.7406,-485.8864,1298.4087,0.4105
1274.6736,317.6326,350.7359,102.8836,3.18,3.4495,2413.79,1.4898,1.4995,1.8033,-486.4716,1299.9954,0.3813
1274.826,321.548,352.1456,96.164,5.3,3.5442,2422.6602,1.4906,1.5044,1.8463,-487.1136,1267.3369,0.37934
1274.9784,322.1073,354.0039,90.4684,4.2,3.6558,2422.1201,1.4581,1.4707,1.8278,-486.9167,1246.0178,0.39912
1275.1308,321.548,355.2855,85.3878,3.37,3.6801,2426.6902,1.5081,1.5213,1.8308,-486.8977,1243.75,0.4001
1275.2832,322.387,353.6515,86.5349,0.22,3.6886,2419.99,1.4947,1.5064,1.7883,-487.3921,1247.8329,0.40529
1275.4356,321.2681,353.4272,88.1742,0.15,3.6757,2420.48,1.4602,1.4717,1.7851,-487.8542,1248.0592,0.42454
1275.588,319.5901,354.6127,92.2716,-1.2,3.7282,2408.22,1.5416,1.5568,1.6747,-488.2443,1229.0089,0.44184
1275.7404,319.3105,355.6059,91.6162,-1.11,3.7881,2400.5798,1.4776,1.4942,1.5882,-487.3807,1255.5439,0.45198
1275.8928,317.9122,358.2972,86.863,6.12,3.8029,2417.1702,1.4076,1.4185,1.5795,-486.849,1268.2445,0.4452
1276.0452,317.6326,359.6108,86.9177,8.18,3.6899,2437.0798,1.4067,1.4155,1.5842,-487.25,1217.6686,0.43986
1276.1976,318.1919,360.7002,90.1955,9.71,3.4915,2462.9399,1.3721,1.3775,1.5863,-487.6307,1145.7745,0.39743
1276.35,318.1919,362.6866,92.1624,2.13,3.3338,2457.75,1.3301,1.3271,1.4836,-487.9716,1069.5712,0.40987
1276.5024,317.3529,363.9682,92.4354,1.1,3.2684,2455.1001,1.2757,1.2668,1.491,-487.9479,1168.9078,0.40615
1276.6548,316.514,363.7759,91.9846,-0.08,3.2749,2441.8599,1.2693,1.2559,1.4951,-487.9716,1438.115,0.41556
1276.8072,317.0733,364.9614,93.2956,1.45,3.3104,2436.5798,1.2961,1.2769,1.499,-488.3296,1443.7847,0.39897
1276.9596,317.0733,369.2547,91.9844,5.38,3.3802,2439.9199,1.2479,1.2204,1.4584,-488.8011,1400.6935,0.41871
1277.112,317.6326,374.381,91.6157,6.17,3.4097,2439.5601,1.1984,1.163,1.413,-489.3693,1333.7888,0.44867
1277.2644,319.0309,377.7772,92.2713,5.45,3.4075,2437.99,1.1534,1.1152,1.3783,-490.1079,1295.9135,0.45208
1277.4168,320.9887,378.5782,91.6159,1.54,3.3718,2425.74,1.1267,1.0839,1.3562,-491.1563,1231.0493,0.4743
1277.5692,321.2681,378.5782,93.2548,0.64,3.3787,2415.9399,1.1299,1.0861,1.3083,-492.1932,1178.8868,0.46195
1277.7216,318.7512,381.0132,90.7692,1.24,3.3563,2410.77,1.1225,1.0788,1.2419,-493.4375,1110.8483,0.50263
1277.874,318.7512,385.9152,91.0968,1.16,3.3426,2403.1799,1.0787,1.04,1.2061,-494.9,1244.2036,0.47232
1278.0264,319.3105,388.7987,89.294,0.27,3.3089,2393.79,1.0034,0.9674,1.1864,-495.5104,1414.9816,0.49005
1278.1788,319.8698,390.593,88.8297,-1.03,3.2828,2380.48,0.9865,0.9554,1.2132,-491.6477,1397.5179,0.47714
1278.3312,318.1919,390.8493,85.3883,-0.66,3.2755,2370.8999,1.0567,1.0261,1.3661,-487.2557,1336.9631,0.48508
1278.4836,317.3529,382.7112,82.4384,0.54,3.3218,2366.1599,1.1576,1.1288,1.5789,-487.4583,1274.5942,0.46447
1278.636,314.8358,372.9072,82.4383,1.99,3.3873,2367.27,1.5776,1.5537,1.7077,-488.4602,1273.0066,0.43568
1278.7884,314.2765,370.6324,84.0769,2.75,3.4495,2370.96,1.5345,1.5191,1.6271,-489.4716,1280.0376,0.41796
1278.9408,314.5562,367.5886,85.388,4.22,3.4997,2384.3101,1.4996,1.493,1.6355,-490.474,1291.6041,0.40557
1279.0932,315.1157,353.6835,87.6824,6.12,3.552,2402.72,1.5216,1.5197,1.7558,-490.9773,1291.3778,0.37298
1279.2456,315.1157,338.7531,88.7479,7.02,3.5616,2418.1799,1.5444,1.5457,1.797,-491.6421,1263.7087,0.35751
1279.398,316.2343,338.0482,88.42,6.82,3.5141,2424.9402,1.6016,1.6147,1.8318,-492.6534,1231.0493,0.36574
1279.5504,316.7936,345.3532,87.2728,6.48,3.4217,2427.3701,1.5899,1.6142,1.7838,-493.8229,1236.0388,0.36579
1279.7028,317.9122,347.532,85.8797,5.04,3.3224,2426.8601,1.8205,1.8407,1.8268,-495.125,1224.6996,0.34772
1279.8552,317.6326,338.4648,90.7829,4.35,3.2367,2432.01,1.8769,1.8957,1.8799,-495.8523,1231.5031,0.34933
1280.0076,315.9547,326.7383,93.4052,1.59,3.2353,2426.5898,1.8791,1.8953,1.9776,-495.8921,1238.9878,0.38618
1280.16,316.514,327.8918,92.4217,1.04,3.2468,2427.8201,1.8152,1.8307,1.963,-496.125,1234.6786,0.41751
1280.3124,317.0733,338.5288,90.7963,0.94,3.2504,2428.6699,1.6504,1.6576,1.9396,-496.25,1224.0194,0.3795
1280.4648,317.6326,346.8591,93.255,1.52,3.2581,2432.1899,1.6024,1.6048,1.8974,-495.25,1213.3593,0.35577
1280.6172,318.4716,350.1912,96.697,0.3,3.3088,2424.6799,1.5973,1.5984,1.907,-493.0,1215.6271,0.36688
1280.7696,319.5901,349.23,94.5664,-0.06,3.3491,2419.1001,1.5957,1.5956,1.8948,-491.875,1248.0592,0.43239
1280.922,317.6326,347.1795,93.2547,1.8,3.3522,2421.03,1.5503,1.5409,1.891,-492.0284,1233.3173,0.47667
1281.0744,316.514,348.0766,94.2379,4.24,3.3188,2428.9602,1.5678,1.539,1.8527,-492.6875,1225.8335,0.47073
1281.2268,316.7936,349.9349,95.2212,4.24,3.3238,2429.3201,1.6211,1.5827,1.8637,-493.5,1235.8124,0.43896
1281.3792,315.675,349.3902,90.7689,2.47,3.3399,2428.5701,1.6194,1.5795,1.8876,-493.8352,1230.1428,0.42393
1281.5316,318.1919,347.6281,90.7689,-0.45,3.3943,2425.2998,1.607,1.5657,1.8592,-493.7386,1236.0388,0.4229
1281.684,318.4716,347.2115,89.1303,-1.59,3.4222,2428.0,1.6023,1.562,1.8289,-493.8438,1239.2142,0.41716
1281.8364,319.3105,349.5184,89.8128,-1.88,3.3816,2430.8201,1.6011,1.5594,1.8108,-494.0454,1225.1533,0.41324
1281.9888,318.4716,352.2097,87.8462,0.14,3.2627,2439.3699,1.5722,1.5302,1.8237,-493.5341,1252.8224,0.39903
1282.1412,319.5901,352.5301,90.4681,1.05,3.1813,2438.4402,1.5654,1.5263,1.8226,-492.0469,1268.6982,0.40118
1282.2936,318.1919,352.0495,92.2716,-0.07,3.1876,2426.6602,1.551,1.5167,1.8139,-491.0104,1246.9253,0.39341
1282.446,318.4716,352.1136,97.0244,-2.07,3.239,2413.8301,1.5452,1.5147,1.7718,-491.0909,1243.75,0.41522
1282.5984,318.7512,351.7291,96.8607,-2.6,3.2482,2414.26,1.5533,1.5214,1.7579,-491.474,1252.3685,0.45619
1282.7508,318.7512,349.0378,97.516,-3.19,3.2359,2420.02,1.5764,1.545,1.7644,-491.8906,1241.4821,0.45698
1282.9032,319.3105,346.4426,92.8316,-1.48,3.2424,2435.4502,1.6245,1.5964,1.7982,-492.0781,1235.1322,0.41766
1283.0556,318.1919,347.1154,94.1425,-1.13,3.292,2442.96,1.5727,1.5478,1.7589,-492.4952,1229.689,0.37659
1283.208,318.4716,349.0698,95.6585,-1.44,3.3791,2442.52,1.5697,1.5511,1.7299,-492.6979,1224.2458,0.38341
1283.3604,318.4716,349.6465,95.6584,-3.28,3.4158,2432.52,1.5538,1.54,1.7151,-492.849,1235.5861,0.40102
1283.5128,318.1919,350.3194,96.3003,-2.15,3.4172,2436.04,1.5457,1.5338,1.6824,-493.2548,1228.1013,0.43405
1283.6652,319.8698,351.5048,92.9954,1.54,3.3706,2451.6799,1.511,1.5013,1.657,-493.8125,1235.5861,0.4233
1283.8176,320.9887,351.0563,94.6479,3.23,3.3691,2459.8899,1.4971,1.4895,1.6342,-494.25,1238.3077,0.44133
1283.97,319.8698,349.6145,90.6149,0.21,3.3775,2449.1501,1.5332,1.5238,1.6357,-494.8125,1214.7206,0.42959
1284.1224,320.1495,348.5251,89.1124,-3.31,3.3672,2439.7,1.5229,1.5132,1.6212,-495.0885,1229.689,0.40577
1284.2748,320.4294,347.6601,89.1123,-1.28,3.3238,2455.01,1.5192,1.5064,1.6307,-495.1563,1259.1721,0.36739
1284.4272,320.7088,346.9232,89.6669,1.5,3.2638,2470.4399,1.5048,1.4963,1.6044,-495.4204,1273.234,0.36296
1284.5796,319.0309,348.4931,93.4227,3.76,3.2409,2476.3201,1.4697,1.459,1.5518,-495.5568,1284.1205,0.36734
1284.732,320.1495,353.6194,93.4228,10.48,3.292,2479.0901,1.3935,1.3846,1.4634,-495.7644,1256.4504,0.38178
1284.8844,318.1919,359.1943,92.0938,18.01,3.3537,2485.5398,1.3218,1.3139,1.5386,-496.9955,1255.3165,0.39241
1285.0368,317.9122,362.1419,94.9479,19.05,3.3549,2485.45,1.2934,1.2844,1.5284,-498.5125,1247.3792,0.41883
1285.1892,317.9122,362.5905,97.1607,13.09,3.3089,2476.6899,1.2773,1.2673,1.5263,-499.9632,1245.1113,0.44218
1285.3416,318.1919,361.9177,100.6705,5.28,3.266,2462.3599,1.2769,1.2653,1.4306,-502.5828,1253.7289,0.43954
1285.494,319.3105,360.7002,99.0415,4.36,3.2995,2456.1802,1.2732,1.2611,1.4435,-506.5104,1242.8434,0.41026
1285.6464,318.7512,359.2584,95.9272,1.82,3.3649,2440.79,1.2668,1.2535,1.4584,-487.4659,1241.4821,0.40872
1285.7988,319.3105,358.2011,94.5508,8.27,3.4362,2452.4099,1.2991,1.287,1.4545,-484.5057,1230.5966,0.39329
1285.9512,319.5901,358.0409,92.8118,10.63,3.4412,2461.3599,1.2962,1.2843,1.4472,-484.4886,1218.1224,0.38847
1286.1036,319.3105,359.2263,94.1987,10.96,3.4211,2465.3999,1.2986,1.2887,1.4054,-484.6719,1215.6271,0.41179
1286.256,318.7512,360.1234,93.2807,3.68,3.4189,2446.6401,1.2948,1.2863,1.3937,-484.8636,1231.9569,0.44479
1286.4084,319.0309,360.1234,88.2496,0.28,3.4627,2434.54,1.2927,1.2859,1.3622,-485.1364,1230.3691,0.45961
1286.5608,317.6326,359.5788,83.9126,-0.72,3.4921,2434.8901,1.2994,1.2935,1.3581,-485.5469,1249.1931,0.42377
1286.7132,318.1919,358.97,85.5517,-0.55,3.4715,2442.6101,1.2961,1.2914,1.3715,-486.0568,1265.9767,0.42822
1286.8656,318.1919,358.6496,88.6658,-0.83,3.4709,2446.45,1.2864,1.2821,1.4179,-486.5,1261.4399,0.45324
1287.018,317.3529,358.2652,88.0102,-1.89,3.4754,2441.8298,1.2867,1.2833,1.4321,-487.0,1251.0082,0.46587
1287.1704,320.1495,358.6496,82.0009,-4.01,3.4901,2429.48,1.2754,1.2709,1.4137,-487.5966,1230.1428,0.46276
1287.3228,318.4716,359.0661,80.6896,-4.69,3.456,2424.8901,1.2751,1.2697,1.4163,-488.2614,1209.7312,0.41559
1287.4752,318.7512,360.3157,82.9843,-4.64,3.451,2424.49,1.2563,1.2528,1.4122,-488.5739,1239.668,0.40994
1287.6276,318.1919,360.3798,85.2242,-4.14,3.4674,2426.75,1.2407,1.2346,1.4172,-488.8352,1260.0796,0.41861
1287.78,318.1919,360.6681,87.8468,-4.34,3.4706,2422.5,1.2536,1.2448,1.4287,-489.5511,1286.3883,0.42297
1287.9324,318.1919,362.7827,87.6827,-2.54,3.4215,2425.5,1.2378,1.2287,1.4487,-490.4375,1260.0796,0.42147
1288.0848,317.6326,363.7439,88.1744,-1.03,3.3749,2426.0901,1.2318,1.2225,1.4429,-491.3438,1194.7627,0.42218
1288.2372,318.7512,364.4488,88.5016,3.27,3.3451,2439.97,1.2264,1.2165,1.3931,-492.125,1177.9792,0.41166
1288.3896,317.9122,364.3206,90.632,4.95,3.3266,2444.3401,1.2154,1.2044,1.3553,-492.8068,1280.4912,0.40394
1288.542,319.5901,362.8468,94.0903,4.7,3.3246,2440.3999,1.2082,1.1962,1.3255,-493.7557,1375.7461,0.39566
1288.6944,319.5901,363.4876,90.3209,2.34,3.3237,2427.9001,1.1793,1.1673,1.3183,-494.2938,1344.4479,0.40769
1288.8468,319.3105,365.3779,91.4685,0.86,3.3185,2419.6301,1.1567,1.1442,1.284,-494.375,1273.6877,0.39853
1288.9992,317.6326,364.673,89.3212,1.47,3.2822,2423.8501,1.191,1.1788,1.2776,-494.7614,1237.8539,0.39014
1289.1516,318.4716,362.7507,86.3715,1.69,3.2771,2429.1401,1.2338,1.2193,1.2898,-495.5938,1261.8938,0.40147
1289.304,318.1919,360.8604,85.8798,3.86,3.3177,2441.1799,1.2622,1.2483,1.3625,-496.6421,1272.7802,0.41458
1289.4564,318.4716,358.6817,85.5029,5.19,3.369,2447.0,1.2628,1.2489,1.3735,-497.6375,1229.689,0.41497
1289.6088,318.1919,359.771,87.4695,7.08,3.3923,2451.27,1.2647,1.2496,1.3751,-498.1875,1178.6593,0.40076
1289.7612,319.0309,360.4759,83.7,5.86,3.3731,2441.55,1.2642,1.2506,1.3886,-496.275,1181.1547,0.39614
1289.9136,319.8698,359.5147,85.683,5.98,3.3683,2436.5999,1.2495,1.2353,1.3979,-493.9546,1294.3258,0.39434
1290.066,318.7512,360.1875,85.5189,4.76,3.3542,2429.22,1.246,1.2358,1.3953,-493.5625,1365.7671,0.38453
1290.2184,319.3105,360.9565,84.7321,3.41,3.3346,2425.6401,1.2174,1.2186,1.3694,-493.8864,1318.3667,0.40512
1290.3708,320.9887,363.0711,85.2568,0.86,3.3211,2417.8701,1.235,1.2284,1.3652,-494.3807,1282.7592,0.40987
1290.5232,320.7088,363.3594,85.0767,-0.3,3.3,2418.2998,1.2391,1.2332,1.364,-494.7443,1248.7394,0.40829
1290.6756,318.7512,363.007,85.5353,-1.14,3.2826,2419.78,1.2422,1.2357,1.357,-495.0796,1225.6062,0.41782
1290.828,318.4716,363.4876,84.2244,0.58,3.2524,2430.78,1.2401,1.2335,1.367,-495.1818,1245.5649,0.38596
1290.9804,318.7512,363.2633,83.9127,1.67,3.2509,2432.6899,1.2414,1.2337,1.3799,-495.5568,1265.0691,0.35656
1291.1328,319.3105,363.2953,90.3048,5.42,3.2842,2439.3201,1.2357,1.2273,1.3859,-496.4546,1313.1498,0.38747
1291.2852,317.9122,363.039,90.3045,7.68,3.3183,2440.98,1.2301,1.2218,1.4118,-497.1932,1294.5521,0.42535
1291.4376,318.7512,362.0138,91.452,11.66,3.3609,2448.8,1.2264,1.217,1.4362,-497.4659,1271.4198,0.4578
1291.59,318.1919,360.9885,85.1421,11.25,3.3545,2448.8699,1.2247,1.2157,1.4085,-497.3011,1231.9569,0.43527
1291.7424,318.4716,362.7507,80.7171,6.9,3.3232,2434.5601,1.2218,1.2094,1.34,-497.5,1224.6996,0.45346
1291.8948,321.548,366.3711,80.0613,0.3,3.2995,2409.78,1.1856,1.172,1.3354,-497.8977,1241.4821,0.44434
1292.0472,316.514,369.4469,78.6684,14.48,3.3036,2426.0901,1.1154,1.0997,1.6243,-498.6193,1282.3054,0.43442
1292.1996,315.9547,372.2023,79.4877,39.99,3.3476,2462.5901,1.1063,1.0889,2.1983,-499.2671,1260.0796,0.44317
1292.352,317.6326,375.214,82.7331,47.87,3.379,2473.3401,1.0898,1.0729,2.7371,-500.0966,1202.9266,0.4701
1292.5044,318.1919,377.9053,82.5691,64.23,3.4158,2484.8,1.0285,1.0043,2.8949,-500.5966,1153.2583,0.46859
1292.6568,317.6326,379.219,83.3887,64.04,3.4221,2479.5,1.0213,0.9855,2.9497,-499.4034,1212.4528,0.43599
1292.8092,317.9122,380.885,77.8489,63.52,3.4224,2483.54,0.9843,0.9451,2.7513,-497.8807,1331.52,0.42041
1292.9616,318.1919,383.7365,77.8489,49.97,3.4412,2465.95,0.9628,0.9256,2.511,-498.0454,1360.5502,0.47001
1293.114,318.1919,386.8443,75.3905,33.98,3.5019,2441.55,0.9623,0.9248,2.4189,-498.7898,1306.7999,0.46665
1293.2664,318.1919,388.6065,75.8821,44.08,3.5589,2458.04,0.9588,0.9209,2.4301,-499.3875,1250.5544,0.52525
1293.4188,317.9122,388.6065,74.407,39.76,3.5881,2459.3,0.9551,0.9215,2.3922,-500.1477,1247.3792,0.44995
1293.5712,318.1919,388.222,75.2265,46.21,3.5693,2480.8501,0.9392,0.9109,2.3681,-500.8068,1244.8838,0.49912
1293.7236,317.6326,386.7482,71.9488,44.79,3.5386,2479.1802,0.9732,0.9501,2.2225,-501.1818,1237.4001,0.43943
1293.876,317.9122,384.121,69.4906,38.57,3.5099,2460.6299,0.984,0.9639,2.0033,-500.5966,1221.2977,0.44512
1294.0284,318.1919,382.0384,70.1463,39.66,3.5141,2448.55,1.0272,1.0123,1.8202,-499.0568,1234.2247,0.39359
1294.1808,318.7512,378.7704,72.1128,35.77,3.5225,2435.9299,1.098,1.0876,1.6781,-498.7443,1266.4294,0.38483
1294.3332,317.9122,352.1456,72.7357,29.67,3.5266,2425.8699,1.2735,1.2672,1.7336,-498.8813,1240.3481,0.35792
1294.4856,318.7512,323.6946,68.1466,16.39,3.491,2405.49,1.5611,1.559,1.7276,-498.9432,1240.1217,0.36229
1294.638,318.1919,320.9712,64.5409,12.17,3.432,2400.4299,1.7331,1.7328,1.6789,-498.6938,1247.3792,0.36524
1294.7904,318.4716,325.4247,62.771,10.65,3.334,2396.97,1.9584,1.9719,1.5222,-494.0057,1242.616,0.39451
1294.9428,318.7512,337.5677,67.0323,9.04,3.2635,2393.6101,1.6251,1.6344,1.4447,-484.0688,1239.2142,0.3692
1295.0952,318.7512,352.3058,70.8675,2.46,3.2206,2379.99,1.3917,1.4004,1.4315,-481.4829,1232.8644,0.36668
1295.2476,318.7512,359.0982,74.6367,1.22,3.2056,2382.1299,1.2982,1.3068,1.4194,-481.0341,1247.8329,0.37154
1295.4,317.9122,360.8604,77.7176,0.48,3.2065,2381.4199,1.271,1.2772,1.4608,-481.1812,1246.2451,0.41118
1295.5524,317.3529,357.5283,80.4383,1.38,3.198,2385.01,1.2693,1.2714,1.4959,-481.1136,1228.7815,0.41819
1295.7048,317.3529,347.6281,80.2418,1.33,3.2085,2384.0798,1.3403,1.337,1.5321,-481.0398,1217.4423,0.41156
1295.8572,317.6326,347.4358,79.4553,0.95,3.2076,2386.9199,1.5112,1.4973,1.4879,-481.4,1264.1616,0.39906
1296.0096,317.3529,354.068,80.8811,0.99,3.2368,2394.5,1.4063,1.3814,1.4601,-481.8011,1251.0082,0.41543
1296.162,317.3529,354.7408,85.5027,5.62,3.3009,2417.1802,1.2348,1.205,1.4495,-481.9438,1225.3796,0.43971
1296.3144,317.3529,355.0612,86.4861,11.74,3.3528,2449.22,1.2093,1.1758,1.4867,-482.3352,1195.6693,0.43828
1296.4668,317.9122,350.864,81.438,11.17,3.3945,2459.3,1.1888,1.1551,1.5171,-482.4602,1213.8131,0.42769
1296.6192,317.0733,357.0156,78.9796,7.28,3.3935,2459.1401,1.2367,1.1995,1.544,-482.4937,1269.151,0.41571
1296.7716,317.6326,363.7439,82.3888,2.44,3.3935,2450.74,1.2917,1.2514,1.5737,-482.3636,1308.1603,0.43194
1296.924,318.1919,349.5504,84.2078,3.03,3.3733,2458.1101,1.2629,1.2236,1.5931,-482.5812,1259.6259,0.41704
1297.0764,316.7936,343.8154,89.0755,2.59,3.3748,2459.6802,1.2633,1.2238,1.5734,-482.8864,1238.9878,0.41337
1297.2288,317.0733,349.3582,86.8139,2.32,3.3816,2461.4202,1.2644,1.2241,1.5596,-482.9602,1205.6482,0.4039
1297.3812,316.514,350.3514,93.1077,2.27,3.4054,2460.48,1.4619,1.4483,1.5543,-482.7938,1245.5649,0.41858
1297.5336,317.6326,349.6465,92.6653,3.17,3.4195,2463.2002,1.4127,1.3852,1.5586,-482.7784,1278.2234,0.37788
1297.686,317.0733,347.3717,94.3859,4.53,3.4634,2468.5901,1.2371,1.2084,1.5813,-482.9602,1260.7598,0.36063
1297.8384,317.6326,345.0649,90.0589,11.94,3.5433,2488.1899,1.2444,1.2166,1.7133,-483.2313,1286.3883,0.35421
1297.9908,317.6326,348.6854,87.2724,11.89,3.6015,2487.3801,1.2455,1.2182,1.7802,-483.7102,1285.7072,0.39454
1298.1432,318.4716,354.2282,87.8134,10.53,3.5941,2478.95,1.2504,1.2224,1.7864,-484.1023,1257.358,0.4115
1298.2956,319.8698,358.4254,92.4024,2.7,3.5057,2456.4399,1.2486,1.2206,1.7277,-484.35,1201.5663,0.43369
1298.448,319.8698,360.4759,91.1243,0.72,3.4015,2451.2898,1.2517,1.2232,1.7328,-484.3409,1120.3734,0.43167
1298.6004,319.0309,358.5535,88.8622,0.33,3.3099,2454.7998,1.2522,1.223,1.7375,-484.3523,1048.4783,0.39925
1298.7528,318.1919,357.4321,86.797,-0.14,3.2937,2454.4302,1.2515,1.2225,1.7019,-484.45,982.0275,0.41325
1298.9052,318.7512,356.0544,90.2062,1.08,3.3169,2456.79,1.25,1.2224,1.6783,-484.4432,948.9152,0.41372
1299.0576,319.8698,356.2146,86.9283,2.15,3.3938,2455.6101,1.2527,1.2243,1.5911,-484.5625,1339.9122,0.43803
1299.21,324.0649,355.6379,88.9117,5.11,3.4249,2463.0698,1.2542,1.2248,1.5031,-484.7687,1738.6202,0.427
1299.3624,318.4716,358.1049,85.3057,6.59,3.4477,2463.2102,1.2517,1.2217,1.4441,-484.9148,1665.1375,0.42793
1299.5148,317.0733,362.3021,89.4029,6.21,3.4455,2457.7898,1.2478,1.2181,1.4366,-484.9204,1620.0048,0.44091
1299.6672,317.3529,362.206,89.944,3.66,3.451,2447.04,1.2436,1.2134,1.4362,-484.9773,1565.3469,0.44509
1299.8196,317.0733,362.4944,90.5996,1.14,3.4463,2439.3899,1.239,1.2111,1.4396,-485.375,1510.009,0.44709
1299.972,317.6326,363.2313,91.6815,0.43,3.4182,2439.22,1.2401,1.2118,1.4137,-485.5187,1465.3302,0.43282
1300.1244,318.7512,364.2245,92.0417,1.74,3.3829,2444.5701,1.2405,1.2124,1.386,-485.3977,1398.652,0.41041
1300.2768,317.3529,364.0002,92.2058,1.67,3.3708,2441.53,1.2412,1.2138,1.3642,-485.4034,1337.6443,0.39692
1300.4292,318.4716,364.0323,88.4199,0.1,3.3791,2431.8899,1.2449,1.2159,1.3688,-485.4716,1298.635,0.3966
1300.5816,318.1919,364.9614,85.7978,-2.15,3.3746,2422.8201,1.2439,1.2158,1.3412,-485.4659,1214.2668,0.41131
1300.734,318.4716,364.7051,85.7978,-1.17,3.3393,2429.74,1.2784,1.2516,1.3136,-485.1989,1249.8733,0.45439
1300.8864,318.4716,364.0323,85.2239,-0.43,3.3174,2434.5,1.2576,1.2315,1.3097,-485.3182,1268.2445,0.42172
1301.0388,318.1919,362.6546,76.7016,-0.76,3.3352,2429.3899,1.2747,1.2474,1.3409,-485.4438,1221.7516,0.39205
1301.1912,318.1919,362.3021,79.9794,-1.58,3.4088,2418.02,1.2764,1.249,1.3185,-485.3409,1171.1758,0.39418
1301.3436,318.1919,364.0963,83.438,-0.26,3.446,2418.1099,1.2748,1.2484,1.3248,-485.2671,1182.0621,0.38877
1301.496,317.3529,365.5381,91.9604,1.55,3.459,2420.8901,1.2753,1.2514,1.3324,-485.1534,1327.8917,0.41646
1301.6484,318.4716,368.0372,94.2549,3.37,3.4433,2425.75,1.2571,1.236,1.3762,-484.9773,1401.1472,0.42027
1301.8008,318.7512,370.5042,93.4188,3.2,3.4044,2424.72,1.2116,1.1883,1.3785,-484.9716,1347.8497,0.44815
1301.9532,318.4716,369.6712,95.0575,3.05,3.3724,2427.01,1.0382,1.0067,1.336,-485.3239,1296.5936,0.42184
1302.1056,318.4716,367.877,90.4846,1.8,3.3525,2424.0601,1.0359,1.0053,1.2923,-485.2727,1242.8434,0.43075
1302.258,318.4716,368.2615,88.0265,1.45,3.3879,2417.3901,1.0331,1.0031,1.2677,-485.0,1234.6786,0.45305
1302.4104,318.7512,369.8314,81.9626,1.83,3.4465,2405.02,1.0297,1.0005,1.2491,-484.8687,1266.4294,0.46222
1302.5628,316.514,374.6693,78.177,3.34,3.4746,2392.8799,1.0296,1.0009,1.1763,-484.9034,1271.8727,0.43149
1302.7152,317.0733,384.7618,76.0461,3.78,3.4709,2378.03,1.0294,1.0004,1.1503,-485.1875,1244.2036,0.44486
