STRUKTUR,WELL_NAME,DEPTH,CALI,SP,GR,RT,NPHI,RHOB,MARKER
ABAB,ABB-101,1444.4472,,-8.6895,30.7771,1.397,0.3414,2.502,GUF
ABAB,ABB-101,1444.5996,,-8.6201,30.7771,1.417,0.3414,2.502,GUF
ABAB,ABB-101,1444.752,,-8.5516,30.7771,1.459,0.3414,2.502,GUF
ABAB,ABB-101,1444.9044,,-8.4821,30.7771,1.502,0.3414,2.502,GUF
ABAB,ABB-101,1445.0568,,-8.3137,30.7771,1.544,0.3414,2.502,GUF
ABAB,ABB-101,1445.2092,,-8.1452,30.7771,1.587,0.3414,2.502,GUF
ABAB,ABB-101,1445.3616,,-7.9758,30.7771,1.627,0.3414,2.502,GUF
ABAB,ABB-101,1445.514,,-7.8073,30.7771,1.667,0.3414,2.502,GUF
ABAB,ABB-101,1445.6664,,-7.3399,30.7771,1.707,0.3414,2.502,GUF
ABAB,ABB-101,1445.8188,,-6.8724,30.7771,1.748,0.3414,2.502,GUF
ABAB,ABB-101,1445.9712,,-6.8099,30.7771,1.773,0.3414,2.502,GUF
ABAB,ABB-101,1446.1236,,-6.7475,30.7771,1.798,0.3414,2.502,GUF
ABAB,ABB-101,1446.276,,-6.685,30.7771,1.823,0.3414,2.502,GUF
ABAB,ABB-101,1446.4284,,-7.0226,30.7771,1.844,0.3414,2.502,GUF
ABAB,ABB-101,1446.5808,,-7.3591,30.7771,1.865,0.3414,2.502,GUF
ABAB,ABB-101,1446.7332,,-7.6966,30.7771,1.887,0.3414,2.502,GUF
ABAB,ABB-101,1446.8856,,-7.4112,30.7771,1.88,0.3414,2.502,GUF
ABAB,ABB-101,1447.038,,-7.1267,30.7771,1.873,0.3414,2.502,GUF
ABAB,ABB-101,1447.1904,,-6.8423,30.7771,1.866,0.3414,2.502,GUF
ABAB,ABB-101,1447.3428,,-6.5578,30.7771,1.86,0.3414,2.502,GUF
ABAB,ABB-101,1447.4952,,-6.1143,30.7771,1.854,0.3414,2.502,GUF
ABAB,ABB-101,1447.6476,,-5.6709,30.7771,1.862,0.3414,2.502,GUF
ABAB,ABB-101,1447.8,,-5.2274,30.7771,1.87,0.3414,2.502,GUF
ABAB,ABB-101,1447.9524,,-4.785,30.7771,1.878,0.3414,2.502,GUF
ABAB,ABB-101,1448.1048,,-5.1745,30.7771,1.886,0.3414,2.502,GUF
ABAB,ABB-101,1448.2572,,-5.5641,30.7771,1.89,0.3414,2.502,GUF
ABAB,ABB-101,1448.4096,,-5.9536,30.7771,1.894,0.3414,2.502,GUF
ABAB,ABB-101,1448.562,,-6.7521,30.7771,1.897,0.3414,2.502,GUF
ABAB,ABB-101,1448.7144,,-7.5497,30.7771,1.87,0.3414,2.502,GUF
ABAB,ABB-101,1448.8668,,-7.9152,30.7771,1.843,0.3414,2.502,GUF
ABAB,ABB-101,1449.0192,,-8.2808,30.7771,1.816,0.3414,2.502,GUF
ABAB,ABB-101,1449.1716,,-8.6463,30.7771,1.789,0.3414,2.502,GUF
ABAB,ABB-101,1449.324,,-9.0108,30.7771,1.73,0.3414,2.502,GUF
ABAB,ABB-101,1449.4764,,-9.0164,30.7771,1.671,0.3414,2.502,GUF
ABAB,ABB-101,1449.6288,,-9.0229,30.7771,1.63,0.3414,2.502,GUF
ABAB,ABB-101,1449.7812,,-9.0285,30.7771,1.589,0.3414,2.502,GUF
ABAB,ABB-101,1449.9336,,-9.034,30.7771,1.548,0.3414,2.502,GUF
ABAB,ABB-101,1450.086,,-9.0946,30.7771,1.521,0.3414,2.502,GUF
ABAB,ABB-101,1450.2384,,-9.1551,30.7771,1.494,0.3414,2.502,GUF
ABAB,ABB-101,1450.3908,,-9.2156,30.7771,1.467,0.3414,2.502,GUF
ABAB,ABB-101,1450.5432,,-9.2762,30.7771,1.411,0.3414,2.502,GUF
ABAB,ABB-101,1450.6956,,-9.3367,30.7771,1.354,0.3414,2.502,GUF
ABAB,ABB-101,1450.848,,-9.0622,30.7771,1.297,0.3414,2.502,GUF
ABAB,ABB-101,1451.0004,,-8.7868,30.7771,1.256,0.3414,2.502,GUF
ABAB,ABB-101,1451.1528,,-8.5123,30.7771,1.214,0.3414,2.502,GUF
ABAB,ABB-101,1451.3052,,-8.2369,30.7771,1.173,0.3414,2.502,GUF
ABAB,ABB-101,1451.4576,,-7.9624,30.7771,1.163,0.3414,2.502,GUF
ABAB,ABB-101,1451.61,,-7.933,30.7771,1.153,0.3414,2.502,GUF
ABAB,ABB-101,1451.7624,,-7.9035,30.7771,1.143,0.3414,2.502,GUF
ABAB,ABB-101,1451.9148,,-7.874,30.7771,1.161,0.3414,2.502,GUF
ABAB,ABB-101,1452.0672,,-7.8446,30.7771,1.179,0.3414,2.502,GUF
ABAB,ABB-101,1452.2196,,-7.8151,30.7771,1.232,0.3414,2.502,GUF
ABAB,ABB-101,1452.372,,-7.3707,30.7771,1.285,0.3414,2.502,GUF
ABAB,ABB-101,1452.5244,,-6.9262,30.7771,1.32,0.3414,2.502,GUF
ABAB,ABB-101,1452.6768,,-6.4818,30.7771,1.356,0.3414,2.502,GUF
ABAB,ABB-101,1452.8292,,-6.0373,30.7771,1.391,0.3414,2.502,GUF
ABAB,ABB-101,1452.9816,,-5.7068,30.7771,1.394,0.3414,2.502,GUF
ABAB,ABB-101,1453.134,,-5.3764,30.7771,1.396,0.3414,2.502,GUF
ABAB,ABB-101,1453.2864,,-5.0459,30.7771,1.399,0.3414,2.502,GUF
ABAB,ABB-101,1453.4388,,-5.7845,30.7771,1.392,0.3414,2.502,GUF
ABAB,ABB-101,1453.5912,,-6.523,30.7771,1.386,0.3414,2.502,GUF
ABAB,ABB-101,1453.7436,,-7.2615,30.7771,1.379,0.3414,2.502,GUF
ABAB,ABB-101,1453.896,,-7.4581,30.7771,1.379,0.3414,2.502,GUF
ABAB,ABB-101,1454.0484,,-7.6546,30.7771,1.378,0.3414,2.502,GUF
ABAB,ABB-101,1454.2008,,-7.8522,30.7771,1.387,0.3414,2.502,GUF
ABAB,ABB-101,1454.3532,,-7.2947,30.7771,1.395,0.3414,2.502,GUF
ABAB,ABB-101,1454.5056,,-6.7372,30.7771,1.403,0.3414,2.502,GUF
ABAB,ABB-101,1454.658,,-6.1808,30.7771,1.411,0.3414,2.502,GUF
ABAB,ABB-101,1454.8104,,-6.2163,30.7771,1.414,0.3414,2.502,GUF
ABAB,ABB-101,1454.9628,,-6.2519,30.7771,1.417,0.3414,2.502,GUF
ABAB,ABB-101,1455.1152,,-6.2874,30.7771,1.42,0.3414,2.502,GUF
ABAB,ABB-101,1455.2676,,-6.32,30.7771,1.337,0.3414,2.502,GUF
ABAB,ABB-101,1455.42,,-6.3515,30.7771,1.264,0.3414,2.502,GUF
ABAB,ABB-101,1455.5724,,-6.384,30.7771,1.19,0.3414,2.502,GUF
ABAB,ABB-101,1455.7248,,-6.0246,30.7771,1.12,0.3414,2.502,GUF
ABAB,ABB-101,1455.8772,,-5.6651,30.7771,1.05,0.3414,2.502,GUF
ABAB,ABB-101,1456.0296,,-5.3057,30.7771,0.979,0.3414,2.502,GUF
ABAB,ABB-101,1456.182,,-5.5362,30.7771,0.909,0.3414,2.502,GUF
ABAB,ABB-101,1456.3344,,-5.7677,30.7771,0.848,0.3414,2.502,GUF
ABAB,ABB-101,1456.4868,,-5.9983,30.7771,0.787,0.3414,2.502,GUF
ABAB,ABB-101,1456.6392,,-6.2288,30.7771,0.726,0.3414,2.502,GUF
ABAB,ABB-101,1456.7916,,-5.7394,30.7771,0.665,0.3414,2.502,GUF
ABAB,ABB-101,1456.944,,-5.2499,30.7771,0.628,0.3414,2.502,GUF
ABAB,ABB-101,1457.0964,,-4.7604,30.7771,0.591,0.3414,2.502,GUF
ABAB,ABB-101,1457.2488,,-4.384,30.7771,0.554,0.3414,2.502,GUF
ABAB,ABB-101,1457.4012,,-4.0075,30.7771,0.517,0.3414,2.502,GUF
ABAB,ABB-101,1457.5536,,-3.6311,30.7771,0.515,0.3414,2.502,GUF
ABAB,ABB-101,1457.706,,-3.2546,30.7771,0.514,0.3414,2.502,GUF
ABAB,ABB-101,1457.8584,,-3.4151,30.7771,0.512,0.3414,2.502,GUF
ABAB,ABB-101,1458.0108,,-3.5757,30.7771,0.51,0.3414,2.502,GUF
ABAB,ABB-101,1458.1632,,-3.7362,30.7771,0.508,0.3414,2.502,GUF
ABAB,ABB-101,1458.3156,,-3.8968,30.7771,0.505,0.3414,2.502,GUF
ABAB,ABB-101,1458.468,,-3.7853,30.7771,0.494,0.3414,2.502,GUF
ABAB,ABB-101,1458.6204,,-3.6749,30.7771,0.482,0.3414,2.502,GUF
ABAB,ABB-101,1458.7728,,-3.5644,30.7771,0.471,0.3414,2.502,GUF
ABAB,ABB-101,1458.9252,,-3.4529,30.7771,0.459,0.3414,2.502,GUF
ABAB,ABB-101,1459.0776,,-3.3425,30.7771,0.447,0.3414,2.502,GUF
ABAB,ABB-101,1459.23,,-3.645,30.7771,0.434,0.3414,2.502,GUF
ABAB,ABB-101,1459.3824,,-3.9476,30.7771,0.422,0.3414,2.502,GUF
ABAB,ABB-101,1459.5348,,-4.2501,30.7771,0.437,0.3414,2.502,GUF
ABAB,ABB-101,1459.6872,,-4.5526,30.7771,0.453,0.3414,2.502,GUF
ABAB,ABB-101,1459.8396,,-4.6582,30.7771,0.468,0.3414,2.502,GUF
ABAB,ABB-101,1459.992,,-4.7627,30.7771,0.481,0.3414,2.502,GUF
ABAB,ABB-101,1460.1444,,-4.8683,30.7771,0.493,0.3414,2.502,GUF
ABAB,ABB-101,1460.2968,,-4.9728,30.7771,0.506,0.3414,2.502,GUF
ABAB,ABB-101,1460.4492,,-5.0784,30.7771,0.516,0.3414,2.502,GUF
ABAB,ABB-101,1460.6016,,-5.0579,30.7771,0.527,0.3414,2.502,GUF
ABAB,ABB-101,1460.754,,-5.0374,30.7771,0.537,0.3414,2.502,GUF
ABAB,ABB-101,1460.9064,,-5.017,30.7771,0.56,0.3414,2.502,GUF
ABAB,ABB-101,1461.0588,,-5.0204,30.7771,0.582,0.3414,2.502,GUF
ABAB,ABB-101,1461.2112,,-5.1008,30.7771,0.605,0.3414,2.502,GUF
ABAB,ABB-101,1461.3636,,-5.0421,30.7771,0.603,0.3414,2.502,GUF
ABAB,ABB-101,1461.516,,-4.9834,30.7771,0.601,0.3414,2.502,GUF
ABAB,ABB-101,1461.6684,,-4.9257,30.7771,0.597,0.3414,2.502,GUF
ABAB,ABB-101,1461.8208,,-4.8671,30.7771,0.592,0.3414,2.502,GUF
ABAB,ABB-101,1461.9732,,-4.8484,30.7771,0.588,0.3414,2.502,GUF
ABAB,ABB-101,1462.1256,,-4.8307,30.7771,0.583,0.3414,2.502,GUF
ABAB,ABB-101,1462.278,,-4.812,30.7771,0.577,0.3414,2.502,GUF
ABAB,ABB-101,1462.4304,,-4.7944,30.7771,0.572,0.3414,2.502,GUF
ABAB,ABB-101,1462.5828,,-5.1417,30.7771,0.566,0.3414,2.502,GUF
ABAB,ABB-101,1462.7352,,-5.49,30.7771,0.559,0.3414,2.502,GUF
ABAB,ABB-101,1462.8876,,-5.8373,30.7771,0.617,0.3414,2.502,GUF
ABAB,ABB-101,1463.04,,-6.1857,30.7771,0.674,0.3414,2.502,GUF
ABAB,ABB-101,1463.1924,,-6.528,30.7771,0.752,0.3414,2.502,GUF
ABAB,ABB-101,1463.3448,,-6.8713,30.7771,0.83,0.3414,2.502,GUF
ABAB,ABB-101,1463.4972,,-7.2146,30.7771,0.918,0.3414,2.502,GUF
ABAB,ABB-101,1463.6496,,-7.558,30.7771,1.005,0.3414,2.502,GUF
ABAB,ABB-101,1463.802,,-7.4613,30.7771,1.093,0.3414,2.502,GUF
ABAB,ABB-101,1463.9544,,-7.3646,30.7771,1.163,0.3414,2.502,GUF
ABAB,ABB-101,1464.1068,,-7.2679,30.7771,1.232,0.3414,2.502,GUF
ABAB,ABB-101,1464.2592,,-7.1723,30.7771,1.266,0.3414,2.502,GUF
ABAB,ABB-101,1464.4116,,-7.0076,30.7771,1.299,0.3414,2.502,GUF
ABAB,ABB-101,1464.564,,-6.8429,30.7771,1.299,0.3414,2.502,GUF
ABAB,ABB-101,1464.7164,,-6.6782,30.7771,1.3,0.3414,2.502,GUF
ABAB,ABB-101,1464.8688,,-6.5126,30.7771,1.3,0.3414,2.502,GUF
ABAB,ABB-101,1465.0212,,-6.3479,30.7771,1.263,0.3414,2.502,GUF
ABAB,ABB-101,1465.1736,,-6.1702,30.7771,1.226,0.3414,2.502,GUF
ABAB,ABB-101,1465.326,,-5.9925,30.7771,1.189,0.3414,2.502,GUF
ABAB,ABB-101,1465.4784,,-5.8149,30.7771,1.152,0.3414,2.502,GUF
ABAB,ABB-101,1465.6308,,-5.6372,30.7771,1.103,0.3414,2.502,GUF
ABAB,ABB-101,1465.7832,,-5.5645,30.7771,1.055,0.3414,2.502,GUF
ABAB,ABB-101,1465.9356,,-5.4918,30.7771,1.006,0.3414,2.502,GUF
ABAB,ABB-101,1466.088,,-5.4192,30.7771,0.973,0.3414,2.502,GUF
ABAB,ABB-101,1466.2404,,-5.3465,30.7771,0.939,0.3414,2.502,GUF
ABAB,ABB-101,1466.3928,,-5.2728,30.7771,0.882,0.3414,2.502,GUF
ABAB,ABB-101,1466.5452,,-5.2001,30.7771,0.826,0.3414,2.502,GUF
ABAB,ABB-101,1466.6976,,-5.1275,30.7771,0.783,0.3414,2.502,GUF
ABAB,ABB-101,1466.85,,-5.2178,30.7771,0.741,0.3414,2.502,GUF
ABAB,ABB-101,1467.0024,,-5.3081,30.7771,0.698,0.3414,2.502,GUF
ABAB,ABB-101,1467.1548,,-5.3984,30.7771,0.673,0.3414,2.502,GUF
ABAB,ABB-101,1467.3072,,-5.4888,30.7771,0.647,0.3414,2.502,GUF
ABAB,ABB-101,1467.4596,,-5.5791,30.7771,0.632,0.3414,2.502,GUF
ABAB,ABB-101,1467.612,,-5.6694,30.7771,0.616,0.3414,2.502,GUF
ABAB,ABB-101,1467.7644,,-5.7598,30.7771,0.608,0.3414,2.502,GUF
ABAB,ABB-101,1467.9168,,-5.8481,30.7771,0.599,0.3414,2.502,GUF
ABAB,ABB-101,1468.0692,,-5.9364,30.7771,0.591,0.3414,2.502,GUF
ABAB,ABB-101,1468.2216,,-6.0247,30.7771,0.578,0.3414,2.502,GUF
ABAB,ABB-101,1468.374,,-6.1131,30.7771,0.564,0.3414,2.502,GUF
ABAB,ABB-101,1468.5264,,-6.2014,30.7771,0.551,0.3414,2.502,GUF
ABAB,ABB-101,1468.6788,,-6.2887,30.7771,0.537,0.3414,2.502,GUF
ABAB,ABB-101,1468.8312,,-6.269,30.7771,0.541,0.3414,2.502,GUF
ABAB,ABB-101,1468.9836,,-6.2484,30.7771,0.545,0.3414,2.502,GUF
ABAB,ABB-101,1469.136,,-6.2287,30.7771,0.573,0.3414,2.502,GUF
ABAB,ABB-101,1469.2884,,-6.208,30.7771,0.602,0.3414,2.502,GUF
ABAB,ABB-101,1469.4408,,-6.1873,30.7771,0.631,0.3414,2.502,GUF
ABAB,ABB-101,1469.5932,,-6.0686,30.7771,0.659,0.3414,2.502,GUF
ABAB,ABB-101,1469.7456,,-5.949,30.7771,0.688,0.3414,2.502,GUF
ABAB,ABB-101,1469.898,,-5.8303,30.7771,0.716,0.3414,2.502,GUF
ABAB,ABB-101,1470.0504,,-5.7106,30.7771,0.725,0.3414,2.502,GUF
ABAB,ABB-101,1470.2028,,-5.592,30.7771,0.735,0.3414,2.502,GUF
ABAB,ABB-101,1470.3552,,-5.4613,30.7771,0.725,0.3414,2.502,GUF
ABAB,ABB-101,1470.5076,,-5.3306,30.7771,0.715,0.3414,2.502,GUF
ABAB,ABB-101,1470.66,,-5.1999,30.7771,0.705,0.3414,2.502,GUF
ABAB,ABB-101,1470.8124,,-5.0693,30.7771,0.717,0.3414,2.502,GUF
ABAB,ABB-101,1470.9648,,-4.9396,30.7771,0.729,0.3414,2.502,GUF
ABAB,ABB-101,1471.1172,,-4.7789,30.7771,0.766,0.3414,2.502,GUF
ABAB,ABB-101,1471.2696,,-4.6182,30.7771,0.804,0.3414,2.502,GUF
ABAB,ABB-101,1471.422,,-4.4576,30.7771,0.844,0.3414,2.502,GUF
ABAB,ABB-101,1471.5744,,-4.2979,30.7771,0.885,0.3414,2.502,GUF
ABAB,ABB-101,1471.7268,,-4.4442,30.7771,0.925,0.3414,2.502,GUF
ABAB,ABB-101,1471.8792,,-4.5915,30.7771,0.93,0.3414,2.502,GUF
ABAB,ABB-101,1472.0316,,-4.7389,30.7771,0.942,0.3414,2.502,GUF
ABAB,ABB-101,1472.184,,-4.8862,30.7771,0.955,0.3414,2.502,GUF
ABAB,ABB-101,1472.3364,,-5.0325,30.7771,0.966,0.3414,2.502,GUF
ABAB,ABB-101,1472.4888,,-5.4778,30.7771,0.998,0.3414,2.502,GUF
ABAB,ABB-101,1472.6412,,-5.9232,30.7771,1.029,0.3414,2.502,GUF
ABAB,ABB-101,1472.7936,,-6.3685,30.7771,1.079,0.3414,2.502,GUF
ABAB,ABB-101,1472.946,,-6.8128,30.7771,1.129,0.3414,2.502,GUF
ABAB,ABB-101,1473.0984,,-6.9051,30.7771,1.179,0.3414,2.502,GUF
ABAB,ABB-101,1473.2508,,-6.9975,30.7771,1.232,0.3414,2.502,GUF
ABAB,ABB-101,1473.4032,,-7.0898,30.7771,1.284,0.3414,2.502,GUF
ABAB,ABB-101,1473.5556,,-7.1821,30.7771,1.317,0.3414,2.502,GUF
ABAB,ABB-101,1473.708,,-7.0264,30.7771,1.293,0.3414,2.502,GUF
ABAB,ABB-101,1473.8604,,-6.8708,30.7771,1.27,0.3414,2.502,GUF
ABAB,ABB-101,1474.0128,,-6.7161,30.7771,1.123,0.3414,2.502,GUF
ABAB,ABB-101,1474.1652,,-6.5604,30.7771,1.024,0.3414,2.502,GUF
ABAB,ABB-101,1474.3176,,-6.6407,30.7771,0.925,0.3414,2.502,GUF
ABAB,ABB-101,1474.47,,-6.7221,30.7771,0.826,0.3414,2.502,GUF
ABAB,ABB-101,1474.6224,,-6.8024,30.7771,0.728,0.3414,2.502,GUF
ABAB,ABB-101,1474.7748,,-6.8827,30.7771,0.684,0.3414,2.502,GUF
ABAB,ABB-101,1474.9272,,-6.963,30.7771,0.641,0.3414,2.502,GUF
ABAB,ABB-101,1475.0796,,-7.0434,30.7771,0.597,0.3414,2.502,GUF
ABAB,ABB-101,1475.232,,-7.1237,30.7771,0.554,0.3414,2.502,GUF
ABAB,ABB-101,1475.3844,,-7.204,30.7771,0.567,0.3414,2.502,GUF
ABAB,ABB-101,1475.5368,,-7.2333,30.7771,0.645,0.3414,2.502,GUF
ABAB,ABB-101,1475.6892,,-7.2637,30.7771,0.723,0.3414,2.502,GUF
ABAB,ABB-101,1475.8416,,-7.293,30.7771,0.801,0.3414,2.502,GUF
ABAB,ABB-101,1475.994,,-7.3233,30.7771,0.879,0.3414,2.502,GUF
ABAB,ABB-101,1476.1464,,-7.3526,30.7771,0.957,0.3414,2.502,GUF
ABAB,ABB-101,1476.2988,,-7.383,30.7771,0.977,0.3414,2.502,GUF
ABAB,ABB-101,1476.4512,,-7.4123,30.7771,0.996,0.3414,2.502,GUF
ABAB,ABB-101,1476.6036,,-7.4426,30.7771,1.015,0.3414,2.502,GUF
ABAB,ABB-101,1476.756,,-7.4719,30.7771,1.034,0.3414,2.502,GUF
ABAB,ABB-101,1476.9084,,-7.4453,30.7771,1.067,0.3414,2.502,GUF
ABAB,ABB-101,1477.0608,,-7.4186,30.7771,1.099,0.3414,2.502,GUF
ABAB,ABB-101,1477.2132,,-7.3919,30.7771,1.131,0.3414,2.502,GUF
ABAB,ABB-101,1477.3656,,-7.3652,30.7771,1.164,0.3414,2.502,GUF
ABAB,ABB-101,1477.518,,-7.3386,30.7771,1.203,0.3414,2.502,GUF
ABAB,ABB-101,1477.6704,,-7.3119,30.7771,1.243,0.3414,2.502,GUF
ABAB,ABB-101,1477.8228,,-7.3322,30.7771,1.282,0.3414,2.502,GUF
ABAB,ABB-101,1477.9752,,-7.3515,30.7771,1.338,0.3414,2.502,GUF
ABAB,ABB-101,1478.1276,,-7.3719,30.7771,1.393,0.3414,2.502,GUF
ABAB,ABB-101,1478.28,,-5.0752,30.7771,1.054,0.3414,2.502,GUF
ABAB,ABB-101,1478.4324,,-5.0225,30.7771,1.07,0.3414,2.502,GUF
ABAB,ABB-101,1478.5848,,-4.9709,30.7771,1.086,0.3414,2.502,GUF
ABAB,ABB-101,1478.7372,,-4.9182,30.7771,1.152,0.3414,2.502,GUF
ABAB,ABB-101,1478.8896,,-4.6785,30.7771,1.217,0.3414,2.502,GUF
ABAB,ABB-101,1479.042,,-4.4378,30.7771,1.282,0.3414,2.502,GUF
ABAB,ABB-101,1479.1944,,-4.1972,30.7771,1.347,0.3414,2.503,GUF
ABAB,ABB-101,1479.3468,7.987,-3.9565,30.7771,1.337,0.3414,2.505,GUF
ABAB,ABB-101,1479.4992,7.997,-3.7808,30.7771,1.327,0.3414,2.505,GUF
ABAB,ABB-101,1479.6516,8.025,-3.6061,30.7771,1.318,0.3414,2.506,GUF
ABAB,ABB-101,1479.804,8.054,-3.4315,30.7771,1.232,0.3414,2.507,GUF
ABAB,ABB-101,1479.9564,8.082,-3.9558,30.7771,1.146,0.3414,2.507,GUF
ABAB,ABB-101,1480.1088,8.113,-4.4811,30.7771,1.059,0.3414,2.508,GUF
ABAB,ABB-101,1480.2612,8.144,-5.0054,30.7771,0.974,0.3414,2.508,GUF
ABAB,ABB-101,1480.4136,8.175,-5.5708,30.7771,0.902,0.3414,2.508,GUF
ABAB,ABB-101,1480.566,8.299,-6.1361,30.7771,0.831,0.3414,2.507,GUF
ABAB,ABB-101,1480.7184,8.424,-6.7004,47.435,0.823,0.3267,2.506,GUF
ABAB,ABB-101,1480.8708,8.999,-7.2657,58.658,0.814,0.3233,2.501,GUF
ABAB,ABB-101,1481.0232,9.163,-6.9471,64.459,0.806,0.32,2.488,GUF
ABAB,ABB-101,1481.1756,9.328,-6.6284,67.242,0.797,0.3234,2.425,GUF
ABAB,ABB-101,1481.328,9.375,-6.3097,70.025,0.789,0.3306,2.363,GUF
ABAB,ABB-101,1481.4804,9.422,-5.735,70.356,0.789,0.3397,2.332,GUF
ABAB,ABB-101,1481.6328,9.418,-5.1594,70.688,0.79,0.3533,2.333,GUF
ABAB,ABB-101,1481.7852,9.413,-4.5847,70.091,0.79,0.361,2.335,GUF
ABAB,ABB-101,1481.9376,9.395,-4.614,69.495,0.791,0.3633,2.328,GUF
ABAB,ABB-101,1482.09,9.377,-4.6443,68.899,0.778,0.3656,2.322,GUF
ABAB,ABB-101,1482.2424,9.385,-4.6737,68.319,0.766,0.3611,2.322,GUF
ABAB,ABB-101,1482.3948,9.393,-4.703,67.74,0.753,0.3572,2.311,GUF
ABAB,ABB-101,1482.5472,9.401,-4.7323,67.666,0.741,0.3607,2.191,GUF
ABAB,ABB-101,1482.6996,9.621,-4.9416,67.592,0.728,0.3816,2.16,GUF
ABAB,ABB-101,1482.852,9.798,-5.152,67.518,0.71,0.3786,2.116,GUF
ABAB,ABB-101,1483.0044,9.855,-5.3613,68.815,0.692,0.3756,2.133,GUF
ABAB,ABB-101,1483.1568,9.811,-5.5706,70.113,0.673,0.3781,2.184,GUF
ABAB,ABB-101,1483.3092,9.768,-5.7799,71.442,0.655,0.3785,2.36,GUF
ABAB,ABB-101,1483.4616,9.705,-5.7023,72.771,0.624,0.368,2.355,GUF
ABAB,ABB-101,1483.614,9.656,-5.6236,73.614,0.594,0.37,2.335,GUF
ABAB,ABB-101,1483.7664,9.81,-5.5459,74.457,0.563,0.3758,2.34,GUF
ABAB,ABB-101,1483.9188,9.908,-5.4682,75.299,0.533,0.3784,2.344,GUF
ABAB,ABB-101,1484.0712,9.739,-5.3896,75.488,0.502,0.381,2.335,GUF
ABAB,ABB-101,1484.2236,9.836,-5.6939,75.677,0.488,0.3831,2.326,GUF
ABAB,ABB-101,1484.376,9.934,-5.9972,75.095,0.475,0.3853,2.313,GUF
ABAB,ABB-101,1484.5284,9.926,-6.3005,74.513,0.462,0.3926,2.315,GUF
ABAB,ABB-101,1484.6808,9.918,-6.6049,73.931,0.448,0.4001,2.319,GUF
ABAB,ABB-101,1484.8332,9.993,-6.9082,73.231,0.449,0.4038,2.31,GUF
ABAB,ABB-101,1484.9856,10.068,-6.6595,72.53,0.451,0.4076,2.303,GUF
ABAB,ABB-101,1485.138,10.111,-6.4098,72.532,0.452,0.4133,2.296,GUF
ABAB,ABB-101,1485.2904,10.154,-6.1612,72.534,0.474,0.4119,2.275,GUF
ABAB,ABB-101,1485.4428,9.969,-5.9125,72.536,0.497,0.4063,2.254,GUF
ABAB,ABB-101,1485.5952,9.785,-5.9278,72.211,0.52,0.4008,2.27,GUF
ABAB,ABB-101,1485.7476,9.733,-5.9431,71.885,0.542,0.3932,2.286,GUF
ABAB,ABB-101,1485.9,9.681,-5.9585,71.389,0.56,0.3858,2.323,GUF
ABAB,ABB-101,1486.0524,9.788,-5.9748,70.893,0.578,0.3808,2.341,GUF
ABAB,ABB-101,1486.2048,9.894,-6.1781,72.312,0.596,0.3831,2.333,GUF
ABAB,ABB-101,1486.3572,9.963,-6.3824,73.731,0.614,0.3965,2.325,GUF
ABAB,ABB-101,1486.5096,9.986,-6.5858,74.397,0.632,0.3979,2.314,GUF
ABAB,ABB-101,1486.662,9.901,-6.3891,75.063,0.649,0.3993,2.306,GUF
ABAB,ABB-101,1486.8144,9.718,-6.1924,74.069,0.665,0.3832,2.299,GUF
ABAB,ABB-101,1486.9668,9.532,-5.9957,73.074,0.682,0.3768,2.323,GUF
ABAB,ABB-101,1487.1192,9.345,-5.4041,71.669,0.698,0.3703,2.347,GUF
ABAB,ABB-101,1487.2716,9.301,-4.8134,70.263,0.715,0.3612,2.335,GUF
ABAB,ABB-101,1487.424,9.366,-4.2217,68.503,0.697,0.3557,2.305,GUF
ABAB,ABB-101,1487.5764,9.431,-3.63,66.743,0.68,0.3646,2.322,GUF
ABAB,ABB-101,1487.7288,9.509,-3.5434,66.038,0.662,0.3712,2.338,GUF
ABAB,ABB-101,1487.8812,9.587,-3.4557,66.602,0.645,0.3778,2.355,GUF
ABAB,ABB-101,1488.0336,9.602,-3.369,67.165,0.681,0.3776,2.319,GUF
ABAB,ABB-101,1488.186,9.618,-3.2823,66.94,0.718,0.3715,2.33,GUF
ABAB,ABB-101,1488.3384,9.373,-3.1947,66.716,0.754,0.3645,2.335,GUF
ABAB,ABB-101,1488.4908,9.128,-2.977,64.556,0.787,0.3606,2.316,GUF
ABAB,ABB-101,1488.6432,9.053,-2.7603,62.396,0.821,0.365,2.325,GUF
ABAB,ABB-101,1488.7956,8.978,-2.5416,59.23,0.854,0.3667,2.317,GUF
ABAB,ABB-101,1488.948,8.927,-2.324,57.243,0.724,0.3683,2.31,GUF
ABAB,ABB-101,1489.1004,8.877,-2.1063,55.256,0.594,0.3626,2.326,GUF
ABAB,ABB-101,1489.2528,8.837,-2.1036,54.928,0.542,0.3547,2.345,GUF
ABAB,ABB-101,1489.4052,8.796,-2.0999,55.509,0.49,0.3629,2.364,GUF
ABAB,ABB-101,1489.5576,8.868,-2.0973,56.089,0.558,0.3784,2.359,GUF
ABAB,ABB-101,1489.71,8.941,-2.0936,58.159,0.625,0.3957,2.319,GUF
ABAB,ABB-101,1489.8624,9.095,-2.0899,60.229,0.692,0.3939,2.305,GUF
ABAB,ABB-101,1490.0148,9.251,-2.4482,62.298,0.694,0.387,2.315,GUF
ABAB,ABB-101,1490.1672,9.341,-2.8066,62.946,0.695,0.3864,2.326,GUF
ABAB,ABB-101,1490.3196,9.431,-3.1639,61.269,0.696,0.3857,2.303,GUF
