STRUKTUR,WELL_NAME,DEPTH,CALI,SP,GR,RT,NPHI,RHOB,MARKER
ABAB,ABB-035,1420.0632,,-19.362,22.642,1.024,0.4611,2.157,GUF
ABAB,ABB-035,1420.2156,,-19.116,22.642,1.032,0.4611,2.157,GUF
ABAB,ABB-035,1420.368,,-18.871,22.642,1.092,0.4611,2.157,GUF
ABAB,ABB-035,1420.5204,,-18.625,22.642,1.151,0.4611,2.157,GUF
ABAB,ABB-035,1420.6728,,-19.664,22.642,1.211,0.4611,2.157,GUF
ABAB,ABB-035,1420.8252,,-20.702,22.642,1.271,0.4611,2.157,GUF
ABAB,ABB-035,1420.9776,,-22.552,22.642,1.329,0.4611,2.157,GUF
ABAB,ABB-035,1421.13,,-24.402,22.642,1.387,0.4611,2.157,GUF
ABAB,ABB-035,1421.2824,,-26.385,22.642,1.405,0.4611,2.157,GUF
ABAB,ABB-035,1421.4348,,-28.368,22.642,1.423,0.4611,2.157,GUF
ABAB,ABB-035,1421.5872,,-29.523,22.642,1.441,0.4611,2.157,GUF
ABAB,ABB-035,1421.7396,,-30.677,22.642,1.459,0.4611,2.157,GUF
ABAB,ABB-035,1421.892,,-31.832,22.642,1.437,0.4611,2.157,GUF
ABAB,ABB-035,1422.0444,,-31.685,22.642,1.415,0.4611,2.157,GUF
ABAB,ABB-035,1422.1968,,-31.539,22.642,1.392,0.4611,2.157,GUF
ABAB,ABB-035,1422.3492,,-31.392,22.642,1.374,0.4611,2.157,GUF
ABAB,ABB-035,1422.5016,,-30.111,22.642,1.356,0.4611,2.157,GUF
ABAB,ABB-035,1422.654,,-28.83,22.642,1.338,0.4611,2.157,GUF
ABAB,ABB-035,1422.8064,,-27.55,22.642,1.32,0.4611,2.157,GUF
ABAB,ABB-035,1422.9588,,-25.995,22.642,1.271,0.4611,2.157,GUF
ABAB,ABB-035,1423.1112,,-24.44,22.642,1.221,0.4611,2.157,GUF
ABAB,ABB-035,1423.2636,,-23.303,22.642,1.184,0.4611,2.157,GUF
ABAB,ABB-035,1423.416,,-22.165,22.642,1.147,0.4611,2.157,GUF
ABAB,ABB-035,1423.5684,,-21.028,22.642,1.11,0.4611,2.157,GUF
ABAB,ABB-035,1423.7208,,-19.89,22.642,1.072,0.4611,2.157,GUF
ABAB,ABB-035,1423.8732,,-19.442,22.642,1.054,0.4611,2.157,GUF
ABAB,ABB-035,1424.0256,,-18.994,22.642,1.035,0.4611,2.157,GUF
ABAB,ABB-035,1424.178,,-18.546,22.642,1.016,0.4611,2.157,GUF
ABAB,ABB-035,1424.3304,,-18.098,22.642,0.997,0.4611,2.157,GUF
ABAB,ABB-035,1424.4828,,-18.31,22.642,0.991,0.4611,2.157,GUF
ABAB,ABB-035,1424.6352,,-18.523,22.642,0.986,0.4611,2.157,GUF
ABAB,ABB-035,1424.7876,,-18.735,22.642,0.98,0.4611,2.157,GUF
ABAB,ABB-035,1424.94,,-18.707,22.642,0.975,0.4611,2.157,GUF
ABAB,ABB-035,1425.0924,,-18.679,22.642,0.977,0.4611,2.157,GUF
ABAB,ABB-035,1425.2448,,-18.651,22.642,0.979,0.4611,2.157,GUF
ABAB,ABB-035,1425.3972,,-18.623,22.642,0.981,0.4611,2.157,GUF
ABAB,ABB-035,1425.5496,,-18.189,22.642,0.983,0.4611,2.157,GUF
ABAB,ABB-035,1425.702,,-17.755,22.642,0.976,0.4611,2.157,GUF
ABAB,ABB-035,1425.8544,,-17.322,22.642,0.969,0.4611,2.157,GUF
ABAB,ABB-035,1426.0068,,-16.888,22.642,0.962,0.4611,2.157,GUF
ABAB,ABB-035,1426.1592,,-16.454,22.642,0.954,0.4611,2.157,GUF
ABAB,ABB-035,1426.3116,,-16.021,22.642,0.93,0.4611,2.157,GUF
ABAB,ABB-035,1426.464,,-15.752,22.642,0.905,0.4611,2.157,GUF
ABAB,ABB-035,1426.6164,,-15.483,22.642,0.881,0.4611,2.157,GUF
ABAB,ABB-035,1426.7688,,-15.214,22.642,0.856,0.4611,2.157,GUF
ABAB,ABB-035,1426.9212,,-16.088,22.642,0.831,0.4611,2.157,GUF
ABAB,ABB-035,1427.0736,,-16.962,22.642,0.85,0.4611,2.157,GUF
ABAB,ABB-035,1427.226,,-17.836,22.642,0.868,0.4611,2.157,GUF
ABAB,ABB-035,1427.3784,,-17.769,22.642,0.887,0.4611,2.157,GUF
ABAB,ABB-035,1427.5308,,-17.702,22.642,0.905,0.4611,2.157,GUF
ABAB,ABB-035,1427.6832,,-17.635,22.642,0.924,0.4611,2.157,GUF
ABAB,ABB-035,1427.8356,,-17.568,22.642,0.942,0.4611,2.157,GUF
ABAB,ABB-035,1427.988,,-17.501,22.642,0.986,0.4611,2.157,GUF
ABAB,ABB-035,1428.1404,,-17.434,22.642,1.031,0.4611,2.157,GUF
ABAB,ABB-035,1428.2928,,-17.891,22.642,1.075,0.4611,2.157,GUF
ABAB,ABB-035,1428.4452,,-18.347,22.642,1.12,0.4611,2.157,GUF
ABAB,ABB-035,1428.5976,,-18.622,22.642,1.192,0.4611,2.157,GUF
ABAB,ABB-035,1428.75,,-18.896,22.642,1.265,0.4611,2.157,GUF
ABAB,ABB-035,1428.9024,,-19.171,22.642,1.254,0.4611,2.157,GUF
ABAB,ABB-035,1429.0548,,-19.445,22.642,1.243,0.4611,2.157,GUF
ABAB,ABB-035,1429.2072,,-20.464,22.642,1.232,0.4611,2.157,GUF
ABAB,ABB-035,1429.3596,,-21.482,22.642,1.175,0.4611,2.157,GUF
ABAB,ABB-035,1429.512,,-23.025,22.642,1.118,0.4611,2.157,GUF
ABAB,ABB-035,1429.6644,,-24.569,22.642,1.061,0.4611,2.157,GUF
ABAB,ABB-035,1429.8168,,-24.232,22.642,1.013,0.4611,2.157,GUF
ABAB,ABB-035,1429.9692,,-23.895,22.642,0.967,0.4611,2.157,GUF
ABAB,ABB-035,1430.1216,,-23.558,22.642,0.92,0.4611,2.157,GUF
ABAB,ABB-035,1430.274,,-22.927,22.642,0.873,0.4611,2.157,GUF
ABAB,ABB-035,1430.4264,,-22.297,22.642,0.867,0.4611,2.157,GUF
ABAB,ABB-035,1430.5788,,-21.667,22.642,0.86,0.4611,2.157,GUF
ABAB,ABB-035,1430.7312,,-21.036,22.642,0.854,0.4611,2.157,GUF
ABAB,ABB-035,1430.8836,,-21.131,22.642,0.848,0.4611,2.157,GUF
ABAB,ABB-035,1431.036,,-21.226,22.642,0.842,0.4611,2.157,GUF
ABAB,ABB-035,1431.1884,,-21.321,22.642,0.836,0.4611,2.157,GUF
ABAB,ABB-035,1431.3408,,-21.654,22.642,0.826,0.4611,2.157,GUF
ABAB,ABB-035,1431.4932,,-21.987,22.642,0.817,0.4611,2.157,GUF
ABAB,ABB-035,1431.6456,,-22.32,22.642,0.807,0.4611,2.157,GUF
ABAB,ABB-035,1431.798,,-22.654,22.642,0.797,0.4611,2.157,GUF
ABAB,ABB-035,1431.9504,,-22.621,22.642,0.785,0.4611,2.157,GUF
ABAB,ABB-035,1432.1028,,-22.587,22.642,0.774,0.4611,2.157,GUF
ABAB,ABB-035,1432.2552,,-22.96,22.642,0.762,0.4611,2.157,GUF
ABAB,ABB-035,1432.4076,,-23.333,22.642,0.75,0.4611,2.157,GUF
ABAB,ABB-035,1432.56,10.523,-22.626,22.642,1.059,0.4611,2.157,GUF
ABAB,ABB-035,1432.7124,10.657,-23.073,22.642,1.037,0.463,2.157,GUF
ABAB,ABB-035,1432.8648,10.669,-23.332,23.123,1.015,0.465,2.162,GUF
ABAB,ABB-035,1433.0172,10.408,-23.325,23.6017,1.01,0.4806,2.167,GUF
ABAB,ABB-035,1433.1696,10.316,-23.317,21.5109,1.006,0.4854,2.157,GUF
ABAB,ABB-035,1433.322,10.348,-22.854,20.4822,1.002,0.5078,2.147,GUF
ABAB,ABB-035,1433.4744,10.449,-22.466,21.1954,1.022,0.5174,2.165,GUF
ABAB,ABB-035,1433.6268,10.487,-22.078,21.9096,1.017,0.5184,2.184,GUF
ABAB,ABB-035,1433.7792,10.525,-21.664,22.0568,1.011,0.5073,2.193,GUF
ABAB,ABB-035,1433.9316,10.464,-21.25,22.2041,1.003,0.4964,2.187,GUF
ABAB,ABB-035,1434.084,10.486,-20.933,22.0113,0.994,0.4863,2.197,GUF
ABAB,ABB-035,1434.2364,10.509,-20.615,21.8185,0.985,0.4841,2.176,GUF
ABAB,ABB-035,1434.3888,10.649,-20.37,24.2497,0.967,0.4504,2.171,GUF
ABAB,ABB-035,1434.5412,10.709,-20.124,26.682,0.948,0.4423,2.186,GUF
ABAB,ABB-035,1434.6936,10.769,-20.043,27.0542,0.91,0.451,2.201,GUF
ABAB,ABB-035,1434.846,10.677,-19.962,24.9954,0.872,0.4647,2.184,GUF
ABAB,ABB-035,1434.9984,10.586,-19.711,24.4996,0.833,0.4822,2.166,GUF
ABAB,ABB-035,1435.1508,10.684,-19.459,24.0038,0.818,0.5006,2.18,GUF
ABAB,ABB-035,1435.3032,10.783,-19.011,26.3571,0.803,0.5215,2.191,GUF
ABAB,ABB-035,1435.4556,10.891,-18.915,28.7113,0.791,0.5478,2.182,GUF
ABAB,ABB-035,1435.608,10.778,-18.819,24.3305,0.778,0.5517,2.173,GUF
ABAB,ABB-035,1435.7604,10.627,-18.964,24.7157,0.766,0.5258,2.18,GUF
ABAB,ABB-035,1435.9128,10.658,-19.109,25.0999,0.777,0.5044,2.186,GUF
ABAB,ABB-035,1436.0652,10.714,-19.61,26.3322,0.788,0.5224,2.193,GUF
ABAB,ABB-035,1436.2176,10.723,-20.007,27.5634,0.798,0.5363,2.181,GUF
ABAB,ABB-035,1436.37,10.811,-20.404,26.6456,0.816,0.5181,2.173,GUF
ABAB,ABB-035,1436.5224,10.9,-21.101,25.7278,0.834,0.5278,2.166,GUF
ABAB,ABB-035,1436.6748,10.912,-21.548,25.4491,0.852,0.5376,2.144,GUF
ABAB,ABB-035,1436.8272,10.779,-21.491,24.5183,0.87,0.5432,2.138,GUF
ABAB,ABB-035,1436.9796,10.62,-21.434,23.5885,0.863,0.534,2.155,GUF
ABAB,ABB-035,1437.132,10.462,-20.987,21.9807,0.857,0.5114,2.171,GUF
ABAB,ABB-035,1437.2844,10.459,-20.541,20.3729,0.85,0.487,2.176,GUF
ABAB,ABB-035,1437.4368,10.455,-20.323,21.3022,0.847,0.4733,2.196,GUF
ABAB,ABB-035,1437.5892,10.436,-20.106,22.2314,0.844,0.4703,2.211,GUF
ABAB,ABB-035,1437.7416,10.417,-19.901,22.9546,0.84,0.4482,2.204,GUF
ABAB,ABB-035,1437.894,10.332,-19.696,21.1318,0.841,0.4492,2.192,GUF
ABAB,ABB-035,1438.0464,10.294,-19.676,19.1751,0.842,0.4364,2.204,GUF
ABAB,ABB-035,1438.1988,10.125,-19.739,17.2183,0.842,0.4329,2.234,GUF
ABAB,ABB-035,1438.3512,10.139,-19.802,17.0635,0.84,0.4085,2.265,GUF
ABAB,ABB-035,1438.5036,10.094,-19.928,16.0347,0.838,0.4159,2.239,GUF
ABAB,ABB-035,1438.656,9.983,-19.295,15.0059,0.836,0.4295,2.214,GUF
ABAB,ABB-035,1438.8084,9.934,-18.661,14.3991,0.833,0.4291,2.19,GUF
ABAB,ABB-035,1438.9608,9.886,-18.251,13.7924,0.838,0.3752,2.166,GUF
ABAB,ABB-035,1439.1132,9.821,-17.842,13.1096,0.842,0.3628,2.233,GUF
ABAB,ABB-035,1439.2656,9.755,-17.521,10.0128,0.847,0.3504,2.279,GUF
ABAB,ABB-035,1439.418,9.321,-17.2,6.563,0.862,0.3396,2.299,GUF
ABAB,ABB-035,1439.5704,9.213,-16.871,3.1133,0.877,0.3393,2.308,GUF
ABAB,ABB-035,1439.7228,8.861,-16.542,-0.8175,0.892,0.3458,2.296,GUF
ABAB,ABB-035,1439.8752,8.684,-16.435,-1.5413,0.914,0.3558,2.272,GUF
ABAB,ABB-035,1440.0276,8.648,-16.327,1.8429,0.936,0.3701,2.248,GUF
ABAB,ABB-035,1440.18,8.665,-17.197,0.4122,0.929,0.3916,2.178,GUF
ABAB,ABB-035,1440.3324,8.825,-17.872,0.3644,0.923,0.3904,2.21,GUF
ABAB,ABB-035,1440.4848,9.16,-17.69,0.3166,0.894,0.3709,2.234,GUF
ABAB,ABB-035,1440.6372,9.598,-17.509,4.0628,0.865,0.3751,2.147,GUF
ABAB,ABB-035,1440.7896,10.251,-16.882,6.819,0.836,0.4013,2.093,GUF
ABAB,ABB-035,1440.942,10.927,-17.148,9.5763,0.767,0.5347,2.07,GUF
ABAB,ABB-035,1441.0944,11.681,-17.205,10.0555,0.698,0.5587,2.065,GUF
ABAB,ABB-035,1441.2468,11.521,-17.263,10.5357,0.655,0.5826,2.123,GUF
ABAB,ABB-035,1441.3992,10.539,-16.241,11.0149,0.612,0.548,2.122,GUF
ABAB,ABB-035,1441.5516,10.427,-15.345,11.4711,0.576,0.5325,2.13,GUF
ABAB,ABB-035,1441.704,10.594,-15.181,12.2754,0.541,0.5359,2.158,GUF
ABAB,ABB-035,1441.8564,10.861,-15.017,11.9166,0.492,0.5129,2.192,GUF
ABAB,ABB-035,1442.0088,10.487,-15.41,11.5568,0.515,0.488,2.187,GUF
ABAB,ABB-035,1442.1612,9.751,-15.802,11.529,0.537,0.4625,2.206,GUF
ABAB,ABB-035,1442.3136,9.618,-15.97,11.5023,0.56,0.4283,2.23,GUF
ABAB,ABB-035,1442.466,9.484,-16.138,11.4745,0.573,0.4028,2.259,GUF
ABAB,ABB-035,1442.6184,9.434,-16.259,11.4727,0.586,0.3868,2.272,GUF
ABAB,ABB-035,1442.7708,9.437,-16.381,11.4719,0.6,0.374,2.281,GUF
ABAB,ABB-035,1442.9232,9.379,-16.395,11.4701,0.626,0.3738,2.25,GUF
ABAB,ABB-035,1443.0756,9.283,-16.409,10.8084,0.651,0.3871,2.228,GUF
ABAB,ABB-035,1443.228,9.186,-16.364,10.1466,0.669,0.4051,2.239,GUF
ABAB,ABB-035,1443.3804,9.106,-16.32,9.4848,0.686,0.4142,2.239,GUF
ABAB,ABB-035,1443.5328,8.956,-15.926,8.607,0.704,0.3883,2.241,GUF
ABAB,ABB-035,1443.6852,8.886,-15.532,7.7302,0.757,0.3843,2.242,GUF
ABAB,ABB-035,1443.8376,8.881,-15.06,6.0035,0.811,0.3917,2.244,GUF
ABAB,ABB-035,1443.99,8.875,-14.588,5.1987,0.864,0.3977,2.255,GUF
ABAB,ABB-035,1444.1424,8.855,-14.401,4.3919,0.92,0.39,2.259,GUF
ABAB,ABB-035,1444.2948,8.841,-14.215,3.5871,0.976,0.3875,2.254,GUF
ABAB,ABB-035,1444.4472,8.785,-14.212,3.5163,1.007,0.3765,2.249,GUF
ABAB,ABB-035,1444.5996,8.78,-14.21,3.1786,1.038,0.3624,2.245,GUF
ABAB,ABB-035,1444.752,8.774,-14.509,2.8398,1.058,0.3565,2.241,GUF
ABAB,ABB-035,1444.9044,8.772,-14.808,3.183,1.077,0.3507,2.223,GUF
ABAB,ABB-035,1445.0568,8.764,-15.106,3.5262,1.096,0.3482,2.215,GUF
ABAB,ABB-035,1445.2092,8.756,-15.403,3.8695,1.116,0.3442,2.21,GUF
ABAB,ABB-035,1445.3616,8.751,-15.558,3.6427,1.157,0.3487,2.206,GUF
ABAB,ABB-035,1445.514,8.746,-15.713,3.4169,1.198,0.3576,2.202,GUF
ABAB,ABB-035,1445.6664,8.717,-15.579,3.1901,1.223,0.3556,2.215,GUF
ABAB,ABB-035,1445.8188,8.689,-16.49,3.9353,1.248,0.347,2.218,GUF
ABAB,ABB-035,1445.9712,8.692,-17.129,4.6816,1.272,0.339,2.221,GUF
ABAB,ABB-035,1446.1236,8.704,-17.14,5.4268,1.284,0.3401,2.204,GUF
ABAB,ABB-035,1446.276,8.719,-16.756,7.487,1.296,0.3412,2.198,GUF
ABAB,ABB-035,1446.4284,8.732,-16.373,9.5482,1.307,0.3534,2.193,GUF
ABAB,ABB-035,1446.5808,8.746,-16.094,11.1135,1.285,0.3572,2.186,GUF
ABAB,ABB-035,1446.7332,8.663,-16.347,12.6797,1.262,0.3669,2.177,GUF
ABAB,ABB-035,1446.8856,8.392,-18.041,9.4599,1.28,0.3821,2.178,GUF
ABAB,ABB-035,1447.038,8.506,-21.007,6.6391,1.298,0.3829,2.223,GUF
ABAB,ABB-035,1447.1904,8.62,-24.659,7.9133,1.199,0.3173,2.261,GUF
ABAB,ABB-035,1447.3428,8.891,-29.784,9.1876,1.099,0.3128,2.277,GUF
ABAB,ABB-035,1447.4952,9.297,-30.381,13.6968,0.999,0.3802,2.294,GUF
ABAB,ABB-035,1447.6476,9.731,-27.827,14.004,0.9,0.4141,2.27,GUF
ABAB,ABB-035,1447.8,10.172,-24.955,13.4422,0.8,0.438,2.174,GUF
ABAB,ABB-035,1447.9524,10.505,-22.471,12.8804,0.75,0.4553,2.134,GUF
ABAB,ABB-035,1448.1048,10.675,-20.046,12.3187,0.75,0.471,2.093,GUF
ABAB,ABB-035,1448.2572,10.528,-18.698,13.4059,0.749,0.4864,2.079,GUF
ABAB,ABB-035,1448.4096,10.948,-18.771,13.3611,0.757,0.4893,2.088,GUF
ABAB,ABB-035,1448.562,10.862,-18.845,13.3173,0.765,0.4862,2.056,GUF
ABAB,ABB-035,1448.7144,10.63,-18.919,14.5246,0.783,0.4917,2.045,GUF
ABAB,ABB-035,1448.8668,10.282,-19.28,15.7318,0.8,0.4701,2.06,GUF
ABAB,ABB-035,1449.0192,10.098,-19.642,16.939,0.808,0.4463,2.1,GUF
ABAB,ABB-035,1449.1716,9.957,-20.003,16.7452,0.816,0.4444,2.131,GUF
ABAB,ABB-035,1449.324,10.056,-19.749,12.7034,0.829,0.4413,2.152,GUF
ABAB,ABB-035,1449.4764,10.365,-19.494,12.4217,0.842,0.4358,2.148,GUF
ABAB,ABB-035,1449.6288,10.813,-19.431,12.1399,0.856,0.4792,2.144,GUF
ABAB,ABB-035,1449.7812,10.748,-19.368,12.4771,0.859,0.4936,2.114,GUF
ABAB,ABB-035,1449.9336,10.684,-19.19,12.8143,0.861,0.4782,2.088,GUF
ABAB,ABB-035,1450.086,10.545,-19.012,12.4335,0.864,0.4832,2.073,GUF
ABAB,ABB-035,1450.2384,10.424,-18.851,12.0518,0.865,0.5451,2.058,GUF
ABAB,ABB-035,1450.3908,10.303,-18.689,12.215,0.866,0.5588,2.046,GUF
ABAB,ABB-035,1450.5432,10.831,-18.864,12.3402,0.881,0.5726,2.015,GUF
ABAB,ABB-035,1450.6956,11.318,-19.038,12.4644,0.896,0.5799,1.971,GUF
ABAB,ABB-035,1450.848,11.42,-19.165,13.7097,0.911,0.5873,1.942,GUF
ABAB,ABB-035,1451.0004,10.628,-19.292,14.9549,0.932,0.5644,1.949,GUF
ABAB,ABB-035,1451.1528,10.618,-20.029,11.9261,0.953,0.5327,1.956,GUF
ABAB,ABB-035,1451.3052,10.274,-20.767,10.3023,0.975,0.5083,1.968,GUF
ABAB,ABB-035,1451.4576,9.549,-21.56,8.6796,1.03,0.4606,1.991,GUF
ABAB,ABB-035,1451.61,9.409,-21.379,3.6238,1.084,0.4279,2.078,GUF
ABAB,ABB-035,1451.7624,9.268,-21.198,1.561,1.139,0.4226,2.112,GUF
ABAB,ABB-035,1451.9148,9.122,-20.117,-0.5018,1.211,0.4172,2.108,GUF
ABAB,ABB-035,1452.0672,9.041,-19.934,-0.2916,1.283,0.4194,2.103,GUF
ABAB,ABB-035,1452.2196,9.018,-20.973,-2.2943,1.354,0.4298,2.082,GUF
ABAB,ABB-035,1452.372,9.065,-22.013,-0.5471,1.383,0.4551,2.082,GUF
ABAB,ABB-035,1452.5244,9.048,-23.616,1.2011,1.411,0.4615,2.079,GUF
ABAB,ABB-035,1452.6768,9.031,-24.466,2.3183,1.413,0.4432,2.103,GUF
ABAB,ABB-035,1452.8292,8.91,-25.316,3.4365,1.416,0.4188,2.11,GUF
ABAB,ABB-035,1452.9816,8.801,-26.86,2.8488,1.411,0.4127,2.116,GUF
ABAB,ABB-035,1453.134,8.647,-28.404,3.502,1.407,0.4066,2.132,GUF
ABAB,ABB-035,1453.2864,8.492,-28.382,5.4982,1.358,0.4019,2.148,GUF
ABAB,ABB-035,1453.4388,8.469,-28.138,7.4944,1.309,0.3972,2.139,GUF
ABAB,ABB-035,1453.5912,8.447,-28.655,8.3156,1.271,0.3749,2.136,GUF
ABAB,ABB-035,1453.7436,8.438,-30.177,9.1359,1.232,0.3676,2.134,GUF
ABAB,ABB-035,1453.896,8.429,-31.481,7.7371,1.194,0.3724,2.127,GUF
ABAB,ABB-035,1454.0484,8.436,-32.785,3.8023,1.203,0.3863,2.124,GUF
ABAB,ABB-035,1454.2008,8.443,-33.588,-0.1335,1.227,0.4107,2.121,GUF
ABAB,ABB-035,1454.3532,8.45,-34.004,-2.3442,1.252,0.4035,2.127,GUF
ABAB,ABB-035,1454.5056,8.508,-33.938,-4.555,1.277,0.3962,2.147,GUF
ABAB,ABB-035,1454.658,8.656,-33.361,-1.9358,1.28,0.3861,2.167,GUF
ABAB,ABB-035,1454.8104,8.869,-32.404,2.4334,1.284,0.3934,2.187,GUF
ABAB,ABB-035,1454.9628,9.66,-30.061,6.8016,1.287,0.4208,2.177,GUF
ABAB,ABB-035,1455.1152,10.278,-27.718,10.5499,1.225,0.4482,2.104,GUF
ABAB,ABB-035,1455.2676,10.357,-25.055,11.0581,1.163,0.4707,2.069,GUF
ABAB,ABB-035,1455.42,10.193,-23.054,11.5653,1.119,0.4688,2.047,GUF
ABAB,ABB-035,1455.5724,10.055,-22.092,11.1225,1.075,0.4749,2.075,GUF
ABAB,ABB-035,1455.7248,10.329,-21.794,10.0287,1.038,0.485,2.104,GUF
ABAB,ABB-035,1455.8772,10.643,-21.496,7.625,1.002,0.4933,2.09,GUF
ABAB,ABB-035,1456.0296,10.958,-21.146,7.2332,0.984,0.5018,2.099,GUF
ABAB,ABB-035,1456.182,10.872,-20.805,6.8414,0.966,0.4952,2.116,GUF
ABAB,ABB-035,1456.3344,10.58,-20.463,8.5376,0.948,0.4885,2.13,GUF
ABAB,ABB-035,1456.4868,10.325,-20.038,10.2339,0.944,0.4895,2.148,GUF
ABAB,ABB-035,1456.6392,10.247,-19.612,11.6501,0.94,0.4906,2.154,GUF
ABAB,ABB-035,1456.7916,10.225,-18.666,13.0653,0.935,0.4942,2.098,GUF
ABAB,ABB-035,1456.944,10.576,-18.068,12.7155,0.911,0.4911,2.104,GUF
ABAB,ABB-035,1457.0964,10.927,-17.471,12.5417,0.887,0.484,2.11,GUF
ABAB,ABB-035,1457.2488,11.219,-17.364,12.368,0.862,0.4816,2.085,GUF
ABAB,ABB-035,1457.4012,11.35,-17.522,13.0572,0.846,0.5073,2.075,GUF
ABAB,ABB-035,1457.5536,11.33,-17.68,13.7464,0.829,0.5142,2.068,GUF
ABAB,ABB-035,1457.706,11.369,-18.645,14.3726,0.813,0.5539,2.055,GUF
ABAB,ABB-035,1457.8584,11.335,-19.548,14.9989,0.797,0.5526,2.038,GUF
ABAB,ABB-035,1458.0108,12.094,-20.309,16.1851,0.714,0.5514,2.016,GUF
ABAB,ABB-035,1458.1632,11.989,-19.737,17.3723,0.702,0.5587,2.006,GUF
ABAB,ABB-035,1458.3156,11.661,-19.165,16.8725,0.689,0.5429,2.021,GUF
ABAB,ABB-035,1458.468,11.33,-18.593,16.3737,0.677,0.5215,2.092,GUF
ABAB,ABB-035,1458.6204,11.553,-18.295,14.517,0.664,0.5106,2.131,GUF
ABAB,ABB-035,1458.7728,12.026,-17.997,15.0032,0.662,0.5282,2.131,GUF
ABAB,ABB-035,1458.9252,12.082,-17.913,16.1344,0.661,0.5345,2.121,GUF
ABAB,ABB-035,1459.0776,11.815,-18.428,17.2666,0.652,0.5407,2.105,GUF
ABAB,ABB-035,1459.23,11.361,-18.943,17.3768,0.643,0.572,2.098,GUF
ABAB,ABB-035,1459.3824,11.206,-19.447,17.4881,0.634,0.573,2.09,GUF
ABAB,ABB-035,1459.5348,11.622,-19.116,16.4923,0.626,0.574,2.083,GUF
ABAB,ABB-035,1459.6872,11.724,-18.688,14.7305,0.625,0.5583,2.097,GUF
ABAB,ABB-035,1459.8396,11.545,-18.514,14.8387,0.619,0.531,2.11,GUF
ABAB,ABB-035,1459.992,11.341,-18.34,14.947,0.614,0.4819,2.119,GUF
ABAB,ABB-035,1460.1444,11.281,-18.654,15.2752,0.608,0.4879,2.158,GUF
ABAB,ABB-035,1460.2968,11.075,-18.778,15.6034,0.641,0.4919,2.157,GUF
ABAB,ABB-035,1460.4492,11.003,-18.901,15.9316,0.674,0.4983,2.179,GUF
ABAB,ABB-035,1460.6016,11.177,-18.537,13.3828,0.681,0.4895,2.172,GUF
ABAB,ABB-035,1460.754,11.414,-18.173,13.1741,0.688,0.4753,2.166,GUF
ABAB,ABB-035,1460.9064,10.994,-17.808,12.9643,0.695,0.4567,2.178,GUF
ABAB,ABB-035,1461.0588,10.637,-17.898,12.5855,0.732,0.4397,2.199,GUF
ABAB,ABB-035,1461.2112,10.587,-18.459,11.3597,0.768,0.4271,2.195,GUF
ABAB,ABB-035,1461.3636,10.535,-18.726,9.3879,0.773,0.4289,2.18,GUF
ABAB,ABB-035,1461.516,10.381,-17.798,7.8662,0.778,0.4233,2.189,GUF
ABAB,ABB-035,1461.6684,10.371,-16.774,12.5925,0.78,0.4317,2.198,GUF
ABAB,ABB-035,1461.8208,10.259,-15.75,12.5925,0.799,0.4286,2.23,GUF
ABAB,ABB-035,1461.9732,9.907,-15.943,12.5925,0.818,0.4162,2.26,GUF
ABAB,ABB-035,1462.1256,9.672,-16.424,12.5925,0.837,0.4013,2.292,GUF
ABAB,ABB-035,1462.278,9.564,-16.903,12.5925,0.902,0.3425,2.292,GUF
ABAB,ABB-035,1462.4304,9.499,-17.381,12.5925,1.022,0.3329,2.272,GUF
ABAB,ABB-035,1462.5828,9.434,-17.45,11.8697,1.141,0.3169,2.249,GUF
ABAB,ABB-035,1462.7352,9.377,-17.066,10.4669,1.261,0.3081,2.223,GUF
ABAB,ABB-035,1462.8876,9.32,-16.681,7.5862,1.381,0.3016,2.163,GUF
ABAB,ABB-035,1463.04,9.273,-16.09,2.6594,1.553,0.3131,2.102,GUF
ABAB,ABB-035,1463.1924,9.245,-14.185,-1.5814,1.643,0.3161,2.074,GUF
ABAB,ABB-035,1463.3448,9.216,-14.315,-5.4252,1.79,0.3269,2.055,GUF
ABAB,ABB-035,1463.4972,9.237,-15.439,-7.3159,1.918,0.3265,2.06,GUF
ABAB,ABB-035,1463.6496,9.27,-16.056,-8.7057,2.045,0.3201,2.085,GUF
ABAB,ABB-035,1463.802,9.303,-15.677,-8.4575,2.062,0.3085,2.086,GUF
ABAB,ABB-035,1463.9544,9.34,-15.64,-7.6373,2.079,0.2852,2.087,GUF
ABAB,ABB-035,1464.1068,9.364,-15.602,-5.7591,2.095,0.2754,2.096,GUF
ABAB,ABB-035,1464.2592,9.388,-15.565,-4.3578,2.072,0.2852,2.116,GUF
ABAB,ABB-035,1464.4116,9.359,-15.528,-3.8586,1.972,0.2966,2.142,GUF
ABAB,ABB-035,1464.564,9.328,-15.491,-3.9524,1.83,0.2922,2.156,GUF
ABAB,ABB-035,1464.7164,9.356,-15.454,-7.1532,1.677,0.2767,2.179,GUF
ABAB,ABB-035,1464.8688,9.419,-14.925,-8.477,1.54,0.2565,2.22,GUF
ABAB,ABB-035,1465.0212,9.481,-14.055,-7.8807,1.457,0.2367,2.23,GUF
ABAB,ABB-035,1465.1736,9.57,-14.278,-5.6865,1.356,0.2406,2.226,GUF
ABAB,ABB-035,1465.326,9.659,-14.502,1.1957,1.276,0.2648,2.22,GUF
ABAB,ABB-035,1465.4784,9.73,-14.268,5.3179,1.238,0.2887,2.254,GUF
