STRUKTUR,WELL_NAME,DEPTH,CALI,SP,GR,RT,NPHI,RHOB,MARKER,GR_SM
ABAB,ABB-064,1469.4408,9.232,-0.783,105.650572,0.936,0.4278,2.273,GUF,103.838832
ABAB,ABB-064,1469.5932,9.006,-0.891,112.114928,1.087,0.3899,2.371,GUF,109.5824792
ABAB,ABB-064,1469.7456,8.683,-1.236,115.785932,1.293,0.3238,2.496,GUF,113.6974896
ABAB,ABB-064,1469.898,8.417,-3.576,117.147624,1.678,0.263,2.493,GUF,116.36305440000001
ABAB,ABB-064,1470.0504,8.261,-7.578,117.788392,2.279,0.2413,2.476,BTL,118.20350720000002
ABAB,ABB-064,1470.2028,8.205,-14.505,118.978396,3.497,0.2549,2.431,BTL,119.8537576
ABAB,ABB-064,1470.3552,8.22,-28.292,121.317192,5.221,0.2738,2.373,BTL,121.48598799999999
ABAB,ABB-064,1470.5076,8.235,-38.11,124.037184,8.015,0.2853,2.327,BTL,122.6143128
ABAB,ABB-064,1470.66,8.256,-44.2,125.308776,14.123,0.3032,2.278,BTL,122.4669104
ABAB,ABB-064,1470.8124,8.277,-50.803,123.430016,16.47,0.3307,2.234,BTL,120.3425432
ABAB,ABB-064,1470.9648,8.298,-56.4,118.241384,17.985,0.3512,2.186,BTL,115.94664399999999
ABAB,ABB-064,1471.1172,8.319,-60.65,110.695356,18.911,0.352,2.169,BTL,109.7458432
ABAB,ABB-064,1471.2696,8.34,-64.378,102.057688,19.097,0.3515,2.213,BTL,102.7351624
ABAB,ABB-064,1471.422,8.346,-67.835,94.304772,19.02,0.3456,2.229,BTL,95.96103919999999
ABAB,ABB-064,1471.5744,8.352,-70.08,88.376612,18.653,0.355,2.237,BTL,90.2310808
ABAB,ABB-064,1471.7268,8.332,-72.176,84.370768,17.817,0.3741,2.246,BTL,86.0844152
ABAB,ABB-064,1471.8792,8.325,-73.572,82.045564,16.79,0.4009,2.244,BTL,83.50415679999999
ABAB,ABB-064,1472.0316,8.318,-74.851,81.32436,15.877,0.4092,2.23,BTL,82.1871464
ABAB,ABB-064,1472.184,8.295,-75.41,81.40347999999999,14.825,0.4186,2.217,BTL,81.7113528
ABAB,ABB-064,1472.3364,8.273,-75.813,81.79156,13.843,0.3965,2.228,BTL,81.602224
ABAB,ABB-064,1472.4888,8.219,-76.384,81.99179999999998,13.314,0.3948,2.238,BTL,81.37311199999999
ABAB,ABB-064,1472.6412,8.176,-77.14,81.49992,13.103,0.394,2.229,BTL,80.76159200000001
ABAB,ABB-064,1472.7936,8.261,-77.896,80.1788,13.238,0.3939,2.238,BTL,79.68943199999998
ABAB,ABB-064,1472.946,8.277,-78.834,78.34588000000001,13.43,0.3686,2.276,BTL,78.299
ABAB,ABB-064,1473.0984,8.212,-80.119,76.43075999999999,13.718,0.3374,2.322,BTL,76.89196000000001
ABAB,ABB-064,1473.2508,8.238,-81.405,75.03964,14.006,0.3015,2.307,BTL,75.760496
ABAB,ABB-064,1473.4032,8.264,-82.606,74.46472,14.294,0.3082,2.243,BTL,75.096088
ABAB,ABB-064,1473.5556,8.316,-83.49,74.52148,14.582,0.3039,2.225,BTL,74.97996
ABAB,ABB-064,1473.708,8.337,-84.234,75.02383999999999,14.712,0.2995,2.301,BTL,75.331632
ABAB,ABB-064,1473.8604,8.358,-84.699,75.85012,14.704,0.2878,2.369,BTL,76.055936
ABAB,ABB-064,1474.0128,8.379,-85.11,76.798,14.451,0.2751,2.419,BTL,77.136088
ABAB,ABB-064,1474.1652,8.388,-85.394,78.08624,13.94,0.2663,2.429,BTL,78.55513599999999
ABAB,ABB-064,1474.3176,8.397,-85.677,79.92224,13.282,0.2609,2.424,BTL,80.26835200000001
ABAB,ABB-064,1474.47,8.406,-86.197,82.11908,12.566,0.2841,2.384,BTL,82.206776
ABAB,ABB-064,1474.6224,8.415,-86.78,84.4162,11.849,0.2926,2.362,BTL,84.136168
ABAB,ABB-064,1474.7748,8.372,-87.341,86.49012,11.259,0.3008,2.335,BTL,85.715432
ABAB,ABB-064,1474.9272,8.303,-87.753,87.7332,10.824,0.341,2.267,BTL,86.70433599999998
ABAB,ABB-064,1475.0796,8.279,-88.004,87.81856,10.42,0.353,2.223,BTL,87.00787999999999
ABAB,ABB-064,1475.232,8.254,-88.247,87.0636,10.057,0.3471,2.236,BTL,86.64779999999999
ABAB,ABB-064,1475.3844,8.274,-88.549,85.93391999999999,9.717,0.3397,2.243,BTL,85.818192
ABAB,ABB-064,1475.5368,8.293,-88.866,84.68972,9.373,0.3351,2.247,BTL,84.815096
ABAB,ABB-064,1475.6892,8.335,-89.185,83.58516,9.02,0.3373,2.253,BTL,83.84168
ABAB,ABB-064,1475.8416,8.377,-89.503,82.80308,8.716,0.3329,2.261,BTL,82.948184
ABAB,ABB-064,1475.994,8.419,-89.59,82.19651999999999,8.452,0.3243,2.283,BTL,82.11272799999999
ABAB,ABB-064,1476.1464,8.438,-89.659,81.46644,8.186,0.2938,2.297,BTL,81.26835200000001
ABAB,ABB-064,1476.2988,8.458,-89.727,80.51244,7.919,0.2731,2.372,BTL,80.37512
ABAB,ABB-064,1476.4512,8.454,-89.722,79.36328,7.671,0.2432,2.42,BTL,79.477664
ABAB,ABB-064,1476.6036,8.428,-89.638,78.33691999999999,7.41,0.2759,2.425,BTL,78.75088
ABAB,ABB-064,1476.756,8.409,-89.554,77.70924,7.149,0.2872,2.379,BTL,78.52104
ABAB,ABB-064,1476.9084,8.39,-89.111,77.83252,6.902,0.3049,2.34,BTL,79.181112
ABAB,ABB-064,1477.0608,8.385,-88.487,79.36324,6.662,0.3095,2.318,BTL,80.992056
ABAB,ABB-064,1477.2132,8.381,-87.861,82.66364000000002,6.432,0.305,2.355,BTL,84.053088
ABAB,ABB-064,1477.3656,8.377,-86.684,87.39164,6.259,0.3003,2.407,BTL,88.233832
ABAB,ABB-064,1477.518,8.376,-85.507,93.0144,6.086,0.286,2.409,BTL,92.950272
ABAB,ABB-064,1477.6704,8.375,-84.317,98.73624,5.913,0.26,2.428,BTL,97.303272
ABAB,ABB-064,1477.8228,8.374,-83.072,102.94544,5.789,0.2453,2.455,BTL,100.419952
ABAB,ABB-064,1477.9752,8.373,-81.826,104.42864,5.673,0.2413,2.45,BTL,101.57508
ABAB,ABB-064,1478.1276,8.377,-80.441,102.97504,5.602,0.2373,2.438,BTL,100.30760000000001
ABAB,ABB-064,1478.28,8.382,-79.165,98.79004,5.627,0.2348,2.463,BTL,96.734568
ABAB,ABB-064,1478.4324,8.386,-78.202,92.39884,5.652,0.2243,2.476,BTL,91.47612799999999
ABAB,ABB-064,1478.5848,8.356,-77.801,85.08027999999999,5.677,0.2089,2.473,BTL,85.27960800000001
ABAB,ABB-064,1478.7372,8.261,-77.684,78.13644,5.678,0.1945,2.49,BTL,78.88156
ABAB,ABB-064,1478.8896,8.162,-78.692,71.99244,5.606,0.2004,2.501,BTL,72.91251199999999
ABAB,ABB-064,1479.042,8.18,-79.516,66.7998,5.534,0.2182,2.491,BTL,67.682472
ABAB,ABB-064,1479.1944,8.198,-80.378,62.5536,5.404,0.2447,2.503,BTL,63.14213600000001
ABAB,ABB-064,1479.3468,8.19,-81.261,58.93008,5.077,0.241,2.47,BTL,59.118992000000006
ABAB,ABB-064,1479.4992,8.183,-81.569,55.43476,4.761,0.2366,2.436,BTL,55.408176000000005
ABAB,ABB-064,1479.6516,8.176,-81.695,51.87672,4.456,0.239,2.417,BTL,51.82561599999999
ABAB,ABB-064,1479.804,8.169,-81.784,48.24572,4.163,0.2419,2.432,BTL,48.29208
ABAB,ABB-064,1479.9564,8.161,-81.868,44.6408,3.913,0.2504,2.412,BTL,44.862399999999994
ABAB,ABB-064,1480.1088,8.185,-82.009,41.2624,3.681,0.2571,2.394,BTL,41.669608
ABAB,ABB-064,1480.2612,8.209,-83.018,38.28636,3.519,0.258,2.424,BTL,38.877376000000005
ABAB,ABB-064,1480.4136,8.208,-84.032,35.912760000000006,3.389,0.2623,2.437,BTL,36.648936000000006
ABAB,ABB-064,1480.566,8.207,-85.072,34.28456,3.315,0.2573,2.434,BTL,35.11244000000001
ABAB,ABB-064,1480.7184,8.205,-86.112,33.4986,3.298,0.2248,2.453,BTL,34.35324000000001
ABAB,ABB-064,1480.8708,8.191,-86.773,33.57992,3.366,0.2065,2.517,BTL,34.392999999999994
ABAB,ABB-064,1481.0232,8.178,-87.255,34.490359999999995,3.489,0.1906,2.568,BTL,35.193
ABAB,ABB-064,1481.1756,8.163,-87.736,36.11156,3.613,0.1799,2.584,BTL,36.622159999999994
ABAB,ABB-064,1481.328,8.148,-87.859,38.28456,3.92,0.179,2.552,BTL,38.472415999999996
ABAB,ABB-064,1481.4804,8.133,-87.982,40.6444,4.277,0.177,2.529,BTL,40.494624
ABAB,ABB-064,1481.6328,8.139,-88.105,42.8312,4.635,0.1744,2.498,BTL,42.447967999999996
ABAB,ABB-064,1481.7852,8.144,-87.895,44.6014,5.013,0.1726,2.467,BTL,44.107872
ABAB,ABB-064,1481.9376,8.151,-87.088,45.87828,5.431,0.1806,2.474,BTL,45.377136
ABAB,ABB-064,1482.09,8.152,-86.281,46.58408000000001,5.859,0.1858,2.492,BTL,46.316416000000004
ABAB,ABB-064,1482.2424,8.153,-84.657,46.99072,6.352,0.1982,2.531,BTL,47.122071999999996
ABAB,ABB-064,1482.3948,8.148,-82.954,47.5276,6.721,0.2135,2.573,BTL,48.008104
ABAB,ABB-064,1482.5472,8.144,-81.045,48.62968,7.044,0.2197,2.56,BTL,49.195792
ABAB,ABB-064,1482.6996,8.14,-78.835,50.30844,7.29,0.2196,2.534,BTL,50.856207999999995
ABAB,ABB-064,1482.852,8.178,-76.798,52.52252,7.332,0.2088,2.512,BTL,53.081376
ABAB,ABB-064,1483.0044,8.216,-75.053,55.2928,7.373,0.1984,2.513,BTL,55.8929032
ABAB,ABB-064,1483.1568,8.253,-73.64,58.65344,7.344,0.1855,2.529,BTL,59.3312696
ABAB,ABB-064,1483.3092,8.291,-72.882,62.687316,7.268,0.1711,2.567,BTL,63.4098992
ABAB,ABB-064,1483.4616,8.358,-72.856,67.500272,7.192,0.1521,2.584,BTL,67.963264
ABAB,ABB-064,1483.614,8.424,-72.712,72.915668,6.961,0.1392,2.56,BTL,72.5055088
ABAB,ABB-064,1483.7664,8.49,-72.257,78.05962399999999,6.709,0.1544,2.526,BTL,76.27271599999999
ABAB,ABB-064,1483.9188,8.596,-70.649,81.36466399999999,6.593,0.1803,2.514,BTL,78.4043016
ABAB,ABB-064,1484.0712,8.588,-68.206,81.523352,6.772,0.19,2.523,BTL,78.16983359999999
ABAB,ABB-064,1484.2236,8.464,-63.929,78.1582,6.951,0.1853,2.545,BTL,75.28307199999999
ABAB,ABB-064,1484.376,8.309,-57.898,71.74332799999999,7.219,0.1758,2.592,BTL,70.2233184
ABAB,ABB-064,1484.5284,8.153,-51.726,63.625816,7.768,0.1607,2.615,BTL,63.998562400000004
ABAB,ABB-064,1484.6808,8.131,-49.744,56.065896,8.326,0.1445,2.644,BTL,57.78980399999999
ABAB,ABB-064,1484.8332,8.134,-52.463,50.399572,8.81,0.1336,2.663,BTL,52.6217472
ABAB,ABB-064,1484.9856,8.137,-56.377,47.114408000000005,9.264,0.1454,2.651,BTL,49.103168
ABAB,ABB-064,1485.138,8.14,-61.229,45.903044,10.268,0.1559,2.637,BTL,47.1937408
ABAB,ABB-064,1485.2904,8.135,-65.332,46.03292,10.901,0.1626,2.622,BTL,46.51476240000001
ABAB,ABB-064,1485.4428,8.13,-69.237,46.51876,11.209,0.1652,2.626,BTL,46.5524968
ABAB,ABB-064,1485.5952,8.125,-71.292,47.00468,11.268,0.1653,2.612,BTL,46.907416
ABAB,ABB-064,1485.7476,8.123,-72.515,47.30308,10.951,0.1637,2.604,BTL,47.37608
ABAB,ABB-064,1485.9,8.122,-73.398,47.67764,10.3,0.1621,2.585,BTL,48.003984
ABAB,ABB-064,1486.0524,8.121,-75.017,48.37624,9.628,0.1564,2.585,BTL,49.031335999999996
ABAB,ABB-064,1486.2048,8.124,-76.943,49.658280000000005,8.956,0.1476,2.605,BTL,50.9103912
ABAB,ABB-064,1486.3572,8.127,-79.139,52.14144,8.46,0.1368,2.634,BTL,54.0694216
ABAB,ABB-064,1486.5096,8.13,-81.411,56.698356,7.961,0.1439,2.654,BTL,58.8325872
ABAB,ABB-064,1486.662,8.133,-83.887,63.472792000000005,7.448,0.1539,2.629,BTL,65.280952
ABAB,ABB-064,1486.8144,8.16,-85.905,72.192068,6.872,0.1924,2.582,BTL,73.01634000000001
ABAB,ABB-064,1486.9668,8.188,-87.534,81.900104,6.091,0.2417,2.574,BTL,81.0339056
ABAB,ABB-064,1487.1192,8.24,-89.105,90.81838,5.373,0.2784,2.566,BTL,88.09319280000001
ABAB,ABB-064,1487.2716,8.208,-90.62,96.786184,4.742,0.288,2.527,BTL,92.9804976
ABAB,ABB-064,1487.424,8.176,-90.778,98.769228,4.177,0.2879,2.559,BTL,94.820452
ABAB,ABB-064,1487.5764,8.166,-90.562,96.628592,3.81,0.2652,2.605,BTL,93.35896799999999
ABAB,ABB-064,1487.7288,8.156,-89.729,91.099876,3.506,0.2393,2.588,BTL,89.11353919999999
ABAB,ABB-064,1487.8812,8.17,-88.468,83.51096,3.366,0.2225,2.602,BTL,83.00872559999999
ABAB,ABB-064,1488.0336,8.205,-87.092,75.55904,3.242,0.2118,2.607,BTL,76.0786072
ABAB,ABB-064,1488.186,8.241,-86.888,68.24516,3.169,0.2081,2.598,BTL,69.22888
ABAB,ABB-064,1488.3384,8.281,-86.684,61.978,3.07,0.2335,2.559,BTL,63.084488
ABAB,ABB-064,1488.4908,8.334,-87.357,56.85124,2.945,0.2472,2.51,BTL,57.849008000000005
ABAB,ABB-064,1488.6432,8.319,-88.513,52.789,2.828,0.2466,2.461,BTL,53.497472
ABAB,ABB-064,1488.7956,8.331,-89.67,49.38164,2.718,0.2268,2.455,BTL,49.956808
ABAB,ABB-064,1488.948,8.342,-90.111,46.487480000000005,2.773,0.1901,2.479,BTL,47.18146399999999
ABAB,ABB-064,1489.1004,8.342,-90.483,44.27468,2.875,0.1621,2.502,BTL,45.127744
ABAB,ABB-064,1489.2528,8.342,-90.716,42.97452,2.956,0.1667,2.523,BTL,43.825192
ABAB,ABB-064,1489.4052,8.341,-90.952,42.5204,3.036,0.2272,2.511,BTL,43.2712
ABAB,ABB-064,1489.5576,8.279,-91.748,42.86888,2.967,0.2542,2.491,BTL,43.333504
ABAB,ABB-064,1489.71,8.224,-92.544,43.71752,2.778,0.2762,2.456,BTL,43.725815999999995
ABAB,ABB-064,1489.8624,8.183,-93.312,44.586200000000005,2.589,0.299,2.391,BTL,44.182424
ABAB,ABB-064,1490.0148,8.165,-93.195,44.93608,2.401,0.3497,2.347,BTL,44.48304
ABAB,ABB-064,1490.1672,8.147,-93.079,44.80344,2.215,0.3559,2.362,BTL,44.54256
ABAB,ABB-064,1490.3196,8.165,-92.206,44.37196,2.043,0.3289,2.369,BTL,44.452432
ABAB,ABB-064,1490.472,8.184,-91.33,44.01512,1.886,0.3256,2.368,BTL,44.483664
ABAB,ABB-064,1490.6244,8.219,-90.466,44.13556,1.73,0.3095,2.336,BTL,44.8794
ABAB,ABB-064,1490.7768,8.254,-90.142,45.09224,1.59,0.3128,2.313,BTL,45.785296
ABAB,ABB-064,1490.9292,8.274,-89.818,46.78212,1.46,0.3341,2.333,BTL,47.204048
ABAB,ABB-064,1491.0816,8.293,-89.942,48.90144,1.329,0.3764,2.328,BTL,48.976328
ABAB,ABB-064,1491.234,8.317,-90.158,51.10888,1.25,0.3805,2.308,BTL,50.795304
ABAB,ABB-064,1491.3864,8.333,-90.429,52.99696,1.171,0.3698,2.315,BTL,52.34753599999999
ABAB,ABB-064,1491.5388,8.329,-90.499,54.18711999999999,1.092,0.3342,2.323,BTL,53.429432
ABAB,ABB-064,1491.6912,8.325,-90.57,54.54328,1.056,0.2987,2.36,BTL,53.959
ABAB,ABB-064,1491.8436,8.303,-90.64,54.31092,1.084,0.2632,2.392,BTL,53.996464
ABAB,ABB-064,1491.996,8.277,-90.71,53.75672,1.113,0.2277,2.448,BTL,53.730584
ABAB,ABB-064,1492.1484,8.239,-90.868,53.18428,1.159,0.1922,2.496,BTL,53.41058399999999
ABAB,ABB-064,1492.3008,8.213,-91.036,52.85771999999999,1.361,0.1743,2.546,BTL,53.192256
ABAB,ABB-064,1492.4532,8.244,-91.194,52.94328,1.562,0.1717,2.561,BTL,53.082104
ABAB,ABB-064,1492.6056,8.275,-91.273,53.219280000000005,1.764,0.1692,2.546,BTL,52.968295999999995
ABAB,ABB-064,1492.758,8.246,-91.353,53.205960000000005,2.339,0.1658,2.538,BTL,52.694216000000004
ABAB,ABB-064,1492.9104,8.176,-91.37,52.61523999999999,3.093,0.1338,2.593,BTL,52.083839999999995
ABAB,ABB-064,1493.0628,8.172,-91.387,51.48732,4.165,0.1018,2.625,BTL,51.046104
ABAB,ABB-064,1493.2152,8.207,-91.404,49.8914,5.456,0.0856,2.627,BTL,49.681799999999996
ABAB,ABB-064,1493.3676,8.297,-91.421,48.0306,6.706,0.0862,2.635,BTL,48.198256
ABAB,ABB-064,1493.52,8.372,-91.527,46.38444,7.803,0.0977,2.605,BTL,46.756376
ABAB,ABB-064,1493.6724,8.337,-91.796,45.19752,8.846,0.1025,2.596,BTL,45.477672
ABAB,ABB-064,1493.8248,8.302,-92.806,44.27792,9.803,0.1038,2.627,BTL,44.440096
ABAB,ABB-064,1493.9772,8.285,-93.816,43.49788,10.67,0.1067,2.647,BTL,43.615248
ABAB,ABB-064,1494.1296,8.268,-94.624,42.84272,11.519,0.1654,2.664,BTL,42.933144000000006
ABAB,ABB-064,1494.282,8.295,-95.38,42.260200000000005,12.326,0.1846,2.661,BTL,42.404616000000004
ABAB,ABB-064,1494.4344,8.27,-95.766,41.787,12.719,0.195,2.645,BTL,42.086576
ABAB,ABB-064,1494.5868,8.22,-95.903,41.63528,13.037,0.1999,2.605,BTL,42.030888000000004
ABAB,ABB-064,1494.7392,8.17,-96.431,41.90768,13.162,0.2003,2.586,BTL,42.277927999999996
ABAB,ABB-064,1494.8916,8.147,-97.013,42.56428,13.288,0.2007,2.607,BTL,42.839496000000004
ABAB,ABB-064,1495.044,8.125,-96.631,43.4954,13.423,0.2051,2.619,BTL,43.668535999999996
ABAB,ABB-064,1495.1964,8.162,-96.232,44.59484,13.624,0.2035,2.628,BTL,44.68787999999999
ABAB,ABB-064,1495.3488,8.238,-95.307,45.78048,13.961,0.1743,2.618,BTL,45.818847999999996
ABAB,ABB-064,1495.5012,8.324,-94.383,47.0044,14.173,0.1327,2.623,BTL,46.997384
ABAB,ABB-064,1495.6536,8.295,-93.096,48.21912,14.38,0.125,2.635,BTL,48.162983999999994
ABAB,ABB-064,1495.806,8.325,-91.582,49.38808,14.709,0.1194,2.631,BTL,49.259584000000004
ABAB,ABB-064,1495.9584,8.354,-90.707,50.42284,15.038,0.1025,2.628,BTL,50.245544
ABAB,ABB-064,1496.1108,8.366,-90.295,51.26348,15.374,0.095,2.644,BTL,51.119752
ABAB,ABB-064,1496.2632,8.356,-90.978,51.9342,15.824,0.0917,2.68,BTL,51.92644799999999
ABAB,ABB-064,1496.4156,8.354,-91.498,52.59016,16.275,0.0926,2.712,BTL,52.764752
ABAB,ABB-064,1496.568,8.351,-91.913,53.42156,16.765,0.0949,2.697,BTL,53.732136000000004
ABAB,ABB-064,1496.7204,8.34,-92.391,54.61436000000001,17.051,0.0996,2.654,BTL,54.850184
ABAB,ABB-064,1496.8728,8.3,-92.868,56.1004,17.124,0.1081,2.622,BTL,56.017576000000005
ABAB,ABB-064,1497.0252,8.259,-93.315,57.524440000000006,16.89,0.1266,2.596,BTL,57.017320000000005
ABAB,ABB-064,1497.1776,8.218,-93.078,58.42712,15.822,0.133,2.609,BTL,57.53727200000001
ABAB,ABB-064,1497.33,8.177,-92.538,58.420280000000005,14.835,0.1204,2.615,BTL,57.283848
ABAB,ABB-064,1497.4824,8.173,-91.892,57.21412,13.761,0.1228,2.632,BTL,56.15489600000001
ABAB,ABB-064,1497.6348,8.169,-90.92,54.83328,13.055,0.133,2.661,BTL,54.288936
ABAB,ABB-064,1497.7872,8.197,-89.979,51.87968000000001,12.188,0.1378,2.634,BTL,52.03931200000001
ABAB,ABB-064,1497.9396,8.225,-89.601,49.09732,11.24,0.1357,2.623,BTL,49.928720000000006
ABAB,ABB-064,1498.092,8.202,-89.289,47.17216,9.958,0.1472,2.631,BTL,48.533992
ABAB,ABB-064,1498.2444,8.154,-89.311,46.66116,8.552,0.1722,2.629,BTL,48.245552
ABAB,ABB-064,1498.3968,8.129,-89.406,47.85964,7.518,0.2113,2.602,BTL,49.217328
ABAB,ABB-064,1498.5492,8.104,-89.501,50.43748,6.573,0.2131,2.578,BTL,51.349360000000004
ABAB,ABB-064,1498.7016,8.098,-89.781,53.9562,5.78,0.1983,2.565,BTL,54.315408000000005
ABAB,ABB-064,1498.854,8.093,-90.13,57.83232,5.094,0.1807,2.584,BTL,57.638887999999994
ABAB,ABB-064,1499.0064,8.07,-90.026,61.4914,4.555,0.1737,2.555,BTL,60.831135999999994
ABAB,ABB-064,1499.1588,8.04,-89.723,64.47704,4.09,0.1904,2.549,BTL,63.422039999999996
ABAB,ABB-064,1499.3112,8.011,-89.28,66.39872,3.695,0.2018,2.569,BTL,65.05782400000001
ABAB,ABB-064,1499.4636,7.994,-88.574,66.91072,3.514,0.2049,2.575,BTL,65.541584
ABAB,ABB-064,1499.616,7.978,-87.868,66.01124,3.43,0.2008,2.589,BTL,64.85583999999999
ABAB,ABB-064,1499.7684,7.962,-88.084,63.9102,3.457,0.2141,2.59,BTL,63.244776
ABAB,ABB-064,1499.9208,7.971,-88.091,61.04832,3.465,0.2284,2.6,BTL,61.14722400000001
ABAB,ABB-064,1500.0732,7.981,-88.098,58.34340000000001,3.473,0.2268,2.559,BTL,59.025048000000005
ABAB,ABB-064,1500.2256,7.979,-88.105,56.42296,3.481,0.2091,2.526,BTL,57.267599999999995
ABAB,ABB-064,1500.378,7.977,-88.129,55.40036,3.416,0.2201,2.545,BTL,56.10832800000001
ABAB,ABB-064,1500.5304,7.997,-88.298,55.12296,3.303,0.2368,2.544,BTL,55.528783999999995
ABAB,ABB-064,1500.6828,8.022,-88.466,55.25196,3.189,0.2469,2.547,BTL,55.383680000000005
ABAB,ABB-064,1500.8352,8.046,-88.543,55.44568,3.136,0.2465,2.546,BTL,55.583672
ABAB,ABB-064,1500.9876,8.06,-88.435,55.69743999999999,3.124,0.2456,2.529,BTL,56.185472000000004
ABAB,ABB-064,1501.14,8.074,-88.218,56.40032,3.113,0.2479,2.505,BTL,57.389472
ABAB,ABB-064,1501.2924,8.053,-87.31,58.13196000000001,3.101,0.2601,2.487,BTL,59.401448
ABAB,ABB-064,1501.4448,8.031,-86.401,61.27196,3.085,0.2766,2.488,BTL,62.30206400000001
ABAB,ABB-064,1501.5972,8.039,-85.736,65.50556,3.057,0.3189,2.493,BTL,65.96120800000001
ABAB,ABB-064,1501.7496,8.047,-86.37,70.20052000000001,3.028,0.3519,2.503,BTL,69.996704
ABAB,ABB-064,1501.902,8.051,-86.952,74.69604000000001,2.984,0.3405,2.414,BTL,73.853864
ABAB,ABB-064,1502.0544,8.055,-87.205,78.30944,2.897,0.3209,2.365,BTL,77.01928000000001
ABAB,ABB-064,1502.2068,7.951,-87.457,80.55776,2.809,0.2976,2.362,BTL,79.17516
ABAB,ABB-064,1502.3592,7.897,-87.68,81.33264,2.722,0.2626,2.382,BTL,80.20915199999999
ABAB,ABB-064,1502.5116,7.898,-87.84,80.97992,2.634,0.2434,2.44,BTL,80.19496
ABAB,ABB-064,1502.664,7.963,-87.999,79.866,2.622,0.2376,2.466,BTL,79.359664
ABAB,ABB-064,1502.8164,8.027,-88.086,78.23848000000001,2.673,0.234,2.483,BTL,78.06454400000001
ABAB,ABB-064,1502.9688,8.072,-88.03,76.38128,2.723,0.2274,2.49,BTL,76.65216000000001
ABAB,ABB-064,1503.1212,8.116,-87.974,74.85704,2.751,0.2201,2.507,BTL,75.331048
ABAB,ABB-064,1503.2736,8.16,-87.918,73.91799999999999,2.78,0.2174,2.504,BTL,74.211912
ABAB,ABB-064,1503.426,8.157,-87.915,73.26044,2.809,0.2232,2.513,BTL,73.29419199999998
ABAB,ABB-064,1503.5784,8.108,-88.347,72.6428,2.849,0.2269,2.523,BTL,72.395048
ABAB,ABB-064,1503.7308,8.055,-88.779,71.79267999999999,2.893,0.2196,2.503,BTL,71.25231999999998
ABAB,ABB-064,1503.8832,8.001,-89.06,70.36132,2.938,0.2064,2.485,BTL,69.767352
ABAB,ABB-064,1504.0356,7.989,-89.327,68.20436,2.982,0.1923,2.51,BTL,67.99384
ABAB,ABB-064,1504.188,7.976,-89.393,65.8356,3.026,0.2063,2.541,BTL,66.113432
ABAB,ABB-064,1504.3404,7.992,-89.459,63.77524,3.118,0.2316,2.532,BTL,64.358792
ABAB,ABB-064,1504.4928,8.021,-89.526,62.39064,3.228,0.2442,2.499,BTL,62.940608
ABAB,ABB-064,1504.6452,8.051,-89.118,61.58812,3.48,0.2489,2.487,BTL,61.886032
ABAB,ABB-064,1504.7976,8.058,-88.43,61.11344,3.702,0.2423,2.429,BTL,61.059000000000005
ABAB,ABB-064,1504.95,8.065,-87.632,60.56272,3.914,0.2291,2.405,BTL,60.25512
ABAB,ABB-064,1505.1024,8.071,-86.817,59.64008,4.126,0.2084,2.452,BTL,59.376256
ABAB,ABB-064,1505.2548,8.136,-85.725,58.37124,4.601,0.1848,2.5,BTL,58.46748
ABAB,ABB-064,1505.4072,8.181,-85.509,57.1938,4.908,0.1684,2.546,BTL,57.724272
ABAB,ABB-064,1505.5596,8.227,-84.847,56.56956,5.216,0.168,2.556,BTL,57.39356
ABAB,ABB-064,1505.712,8.255,-84.167,56.846680000000006,5.522,0.1474,2.558,BTL,57.636752
ABAB,ABB-064,1505.8644,8.284,-83.486,57.986520000000006,5.819,0.1379,2.575,BTL,58.40344
ABAB,ABB-064,1506.0168,8.314,-82.899,59.58720000000001,6.116,0.1327,2.589,BTL,59.43856000000001
ABAB,ABB-064,1506.1692,8.366,-82.332,61.027240000000006,6.422,0.1378,2.612,BTL,60.340304
ABAB,ABB-064,1506.3216,8.421,-81.687,61.74516,6.771,0.1428,2.616,BTL,60.749752000000015
ABAB,ABB-064,1506.474,8.42,-80.881,61.35540000000001,7.066,0.1475,2.592,BTL,60.484112
ABAB,ABB-064,1506.6264,8.419,-80.075,60.03376000000001,7.299,0.152,2.575,BTL,59.633808
ABAB,ABB-064,1506.7788,8.42,-78.265,58.259,7.539,0.1492,2.62,BTL,58.503600000000006
ABAB,ABB-064,1506.9312,8.421,-76.426,56.77572,7.779,0.1369,2.648,BTL,57.507960000000004
ABAB,ABB-064,1507.0836,8.469,-73.159,56.09412,8.02,0.1234,2.677,BTL,56.97156
ABAB,ABB-064,1507.236,8.519,-70.137,56.3772,8.203,0.1074,2.687,BTL,57.02963999999999
ABAB,ABB-064,1507.3884,8.571,-66.579,57.35176,8.225,0.0954,2.685,BTL,57.512624
ABAB,ABB-064,1507.5408,8.591,-62.998,58.549400000000006,7.975,0.0805,2.702,BTL,58.04417600000001
ABAB,ABB-064,1507.6932,8.555,-58.443,59.19064000000001,7.649,0.0917,2.709,BTL,58.2376
ABAB,ABB-064,1507.8456,8.477,-49.765,58.75187999999999,7.417,0.1055,2.678,BTL,57.84932
ABAB,ABB-064,1507.998,8.42,-41.206,57.34432,7.182,0.1216,2.654,BTL,56.836352
ABAB,ABB-064,1508.1504,8.363,-36.007,55.41036,6.854,0.13,2.654,BTL,55.463671999999995
